,TAA,TA,TIN,TIR,TSI,TIM,TIRE,TIP,TIT,TID,TSC,TAc,Type,TP
17401, Grund: Personen im Gleis@@Gleiswechsel,16:19,IC2026,Frankfurt(Main)Hbf 13:44-Frankfurt(M) Flughafen Fernbf 13:58-Mainz Hbf 14:20-Koblenz Hbf 15:13-Bonn Hbf 15:46-Köln Hbf 16:05,8000207.0,arr,Frankfurt(Main)Hbf,5,16:05,20.06.19,Koeln%238000207,14,I,16
17444, ,16:50,IC2311,Westerland(Sylt) 09:26-Niebüll 10:13-Husum 10:42-Heide(Holst) 11:08-Itzehoe 11:55-Hamburg Dammtor 12:39-Hamburg Hbf 12:46-Hamburg-Harburg 12:57-Bremen Hbf 13:44-Osnabrück Hbf 14:37-Münster(Westf)Hbf 15:02-Gelsenkirchen Hbf 15:47-Duisburg Hbf 16:13-Düsseldorf Hbf 16:27-Köln Hbf 16:50,8000207.0,arr,Westerland(Sylt),7,16:50,20.06.19,Koeln%238000207,0,I,16
17468, Grund: Personen im Gleis,16:22,IC2019,Norddeich Mole 11:36-Norddeich 11:39-Norden 11:46-Emden Hbf 12:34-Leer(Ostfriesl) 12:53-Papenburg(Ems) 13:04-Meppen 13:31-Lingen(Ems) 13:44-Rheine 14:04-Münster(Westf)Hbf 14:32-Recklinghausen Hbf 15:00-Wanne-Eickel Hbf 15:09-Gelsenkirchen Hbf 15:15-Oberhausen Hbf 15:27-Duisburg Hbf 15:34-Düsseldorf Hbf 15:49-Köln Hbf 16:13,8000207.0,arr,Norddeich Mole,7 D-G,16:13,20.06.19,Koeln%238000207,9,I,16
17510, ,,IC2027,Köln Hbf 15:53-Bonn Hbf 16:12-Koblenz Hbf 16:46-Mainz Hbf 17:39-Frankfurt(M) Flughafen Fernbf 17:59-Frankfurt(Main)Hbf 18:13-Hanau Hbf 18:36-Aschaffenburg Hbf 18:50-Würzburg Hbf 19:32-Nürnberg Hbf 20:27-Regensburg Hbf 21:31-Straubing 21:53-Plattling 22:07-Passau Hbf 22:41,8000207.0,dep,Passau Hbf,7,15:53,20.06.19,Koeln%238000207,0,I,15
17511, ,,ICE611,Köln Hbf 15:55-Frankfurt(M) Flughafen Fernbf 16:50-Mannheim Hbf 17:23-Stuttgart Hbf 18:08-Ulm Hbf 19:10-Augsburg Hbf 19:53-München-Pasing 20:19-München Hbf 20:28,8000207.0,dep,München Hbf,6,15:55,20.06.19,Koeln%238000207,0,I,15
17520, Grund: Personen im Gleis@@Gleiswechsel,16:21,IC2026,Köln Hbf 16:09-Solingen Hbf 16:27-Wuppertal Hbf 16:41-Hagen Hbf 16:59-Münster(Westf)Hbf 17:57-Osnabrück Hbf 18:23-Bremen Hbf 19:16-Hamburg-Harburg 20:02-Hamburg Hbf 20:14-Hamburg Dammtor 20:20-Hamburg-Altona 20:29,8000207.0,dep,Hamburg-Altona,5,16:09,20.06.19,Koeln%238000207,12,I,16
17522, ,,ICE518,Köln Hbf 16:11-Düsseldorf Hbf 16:31-Duisburg Hbf 16:45-Essen Hbf 16:58-Bochum Hbf 17:08-Dortmund Hbf 17:21,8000207.0,dep,Dortmund Hbf,5,16:11,20.06.19,Koeln%238000207,0,I,16
17524, ,,IC2196,Köln Hbf 16:14-Düsseldorf Hbf 16:35-Duisburg Hbf 16:48-Essen Hbf 17:00-Hamburg Hbf 19:46-Hamburg Dammtor 19:52-Hamburg-Altona 20:02,8000207.0,dep,Hamburg-Altona,2 A-C,16:14,20.06.19,Koeln%238000207,0,I,16
17527, Grund: Personen im Gleis,16:26,IC2019,Köln Hbf 16:17-Bonn Hbf 16:35-Remagen 16:49-Andernach 17:02-Koblenz Hbf 17:16-Bingen(Rhein) Hbf 17:51-Mainz Hbf 18:15-Worms Hbf 18:43-Mannheim Hbf 19:01-Heidelberg Hbf 19:14-Stuttgart Hbf 19:58,8000207.0,dep,Stuttgart Hbf,7 D-G,16:17,20.06.19,Koeln%238000207,9,I,16
17529, Grund: Verspätung im Ausland,16:46,ICE 17,Köln Hbf 16:20-Frankfurt(M) Flughafen Fernbf 17:09-Frankfurt(Main)Hbf 17:22,8000207.0,dep,Frankfurt(Main)Hbf,4,16:20,20.06.19,Koeln%238000207,26,I,16
17551, ,16:51,IC2012,Köln Hbf 16:46-Düsseldorf Hbf 17:09-Duisburg Hbf 17:28-Essen Hbf 17:43-Bochum Hbf 17:54-Dortmund Hbf 18:07,8000207.0,dep,Dortmund Hbf,3 A-C,16:46,20.06.19,Koeln%238000207,5,I,16
17555, ,,ICE653,Köln Hbf 16:48-Wuppertal Hbf 17:14-Hamm(Westf) 18:00-Bielefeld Hbf 18:32-Hannover Hbf 19:28-Berlin-Spandau 20:54-Berlin Hbf (tief) 21:05-Berlin Gesundbrunnen 21:18,8000207.0,dep,Berlin Gesundbrunnen,2,16:48,20.06.19,Koeln%238000207,0,I,16
17558, ,16:53,IC2311,Köln Hbf 16:53-Bonn Hbf 17:12-Koblenz Hbf 17:46-Mainz Hbf 18:39-Mannheim Hbf 19:21-Heidelberg Hbf 19:34-Vaihingen(Enz) 20:03-Stuttgart Hbf 20:24,8000207.0,dep,Stuttgart Hbf,7,16:53,20.06.19,Koeln%238000207,0,I,16
17561, ,,ICE201,Köln Hbf 16:55-Siegburg/Bonn 17:08-Frankfurt(M) Flughafen Fernbf 17:49-Mannheim Hbf 18:23-Karlsruhe Hbf 18:58-Offenburg 19:27-Freiburg(Breisgau) Hbf 19:59-Basel Bad Bf 20:34-Basel SBB 20:47,8000207.0,dep,Basel SBB,6,16:55,20.06.19,Koeln%238000207,0,I,16
17571, ,,IC2026,Frankfurt(Main)Hbf 13:44-Frankfurt(M) Flughafen Fernbf 13:58-Mainz Hbf 14:20-Koblenz Hbf 15:13-Bonn Hbf 15:46-Köln Hbf 16:05,8000207.0,arr,Frankfurt(Main)Hbf,4,16:05,20.06.19,Koeln%238000207,0,I,16
17583, Fährt heute erst ab Liège-Guillemins@@Grund: Verspätung im Ausland,16:41,ICE 17,Bruxelles Midi (Halt entfällt) 14:25-Bruxelles-Nord (Halt entfällt) 14:34-Liège-Guillemins 15:14-Aachen Hbf 15:39-Köln Hbf 16:15,8000207.0,arr,Bruxelles Midi,4,16:15,20.06.19,Koeln%238000207,26,I,16
17752, ,,IC2019,Norddeich Mole 11:36-Norddeich 11:39-Norden 11:46-Emden Hbf 12:34-Leer(Ostfriesl) 12:53-Papenburg(Ems) 13:04-Meppen 13:31-Lingen(Ems) 13:44-Rheine 14:04-Münster(Westf)Hbf 14:32-Recklinghausen Hbf 15:00-Wanne-Eickel Hbf 15:09-Gelsenkirchen Hbf 15:15-Oberhausen Hbf 15:27-Duisburg Hbf 15:34-Düsseldorf Hbf 15:49-Köln Hbf 16:13,8000207.0,arr,Norddeich Mole,7 D-G,16:13,20.06.19,Koeln%238000207,0,I,16
17754, Fährt heute erst ab Liège-Guillemins@@Grund: Verspätung im Ausland,16:42,ICE 17,Bruxelles Midi (Halt entfällt) 14:25-Bruxelles-Nord (Halt entfällt) 14:34-Liège-Guillemins 15:14-Aachen Hbf 15:39-Köln Hbf 16:15,8000207.0,arr,Bruxelles Midi,4,16:15,20.06.19,Koeln%238000207,27,I,16
17840, Grund: Warten auf Fahrgäste aus einem anderen Zug,16:48,IC2048,Dresden Hbf 09:10-Dresden-Neustadt 09:16-Riesa 09:48-Leipzig Hbf 10:36-Bitterfeld 10:57-Dessau Hbf 11:14-Magdeburg Hbf 12:03-Braunschweig Hbf 12:49-Hannover Hbf 13:40-Minden(Westf) 14:14-Bielefeld Hbf 14:42-Hamm(Westf) 15:16-Dortmund Hbf 15:37-Hagen Hbf 15:58-Wuppertal Hbf 16:14-Solingen Hbf 16:27-Köln Hbf 16:46,8000207.0,arr,Dresden Hbf,9 D-G,16:46,20.06.19,Koeln%238000207,2,I,16
18121, ,16:47,IC2012,Oberstdorf 09:51-Fischen 10:02-Sonthofen 10:12-Immenstadt 10:40-Kempten(Allgäu)Hbf 10:55-Memmingen 11:27-Ulm Hbf 11:57-Göppingen 12:35-Plochingen 12:49-Stuttgart Hbf 13:12-Heidelberg Hbf 13:55-Mannheim Hbf 14:08-Mainz Hbf 14:49-Bingen(Rhein) Hbf 15:07-Koblenz Hbf 15:44-Andernach 15:56-Remagen 16:08-Bonn Hbf 16:23-Köln Hbf 16:43,8000207.0,arr,Oberstdorf,3,16:43,20.06.19,Koeln%238000207,4,I,16
18343, ,16:41,ICE816,Frankfurt(Main)Hbf 15:16-Frankfurt(M) Flughafen Fernbf 15:31-Limburg Süd 15:49-Montabaur 16:00-Siegburg/Bonn 16:20-Köln Hbf 16:39,8000207.0,arr,Frankfurt(Main)Hbf,5 D-G,16:39,20.06.19,Koeln%238000207,2,I,16
18354, Grund: Signalstörung,17:00,IC2311,Westerland(Sylt) 09:26-Niebüll 10:13-Husum 10:42-Heide(Holst) 11:08-Itzehoe 11:55-Hamburg Dammtor 12:39-Hamburg Hbf 12:46-Hamburg-Harburg 12:57-Bremen Hbf 13:44-Osnabrück Hbf 14:37-Münster(Westf)Hbf 15:02-Gelsenkirchen Hbf 15:47-Duisburg Hbf 16:13-Düsseldorf Hbf 16:27-Köln Hbf 16:50,8000207.0,arr,Westerland(Sylt),7,16:50,20.06.19,Koeln%238000207,10,I,16
18485, ,,IC2026,Köln Hbf 16:09-Solingen Hbf 16:27-Wuppertal Hbf 16:41-Hagen Hbf 16:59-Münster(Westf)Hbf 17:57-Osnabrück Hbf 18:23-Bremen Hbf 19:16-Hamburg-Harburg 20:02-Hamburg Hbf 20:14-Hamburg Dammtor 20:20-Hamburg-Altona 20:29,8000207.0,dep,Hamburg-Altona,4,16:09,20.06.19,Koeln%238000207,0,I,16
18492, ,,IC2019,Köln Hbf 16:17-Bonn Hbf 16:35-Remagen 16:49-Andernach 17:02-Koblenz Hbf 17:16-Bingen(Rhein) Hbf 17:51-Mainz Hbf 18:15-Worms Hbf 18:43-Mannheim Hbf 19:01-Heidelberg Hbf 19:14-Stuttgart Hbf 19:58,8000207.0,dep,Stuttgart Hbf,7 D-G,16:17,20.06.19,Koeln%238000207,0,I,16
18516, ,16:50,IC2012,Köln Hbf 16:46-Düsseldorf Hbf 17:09-Duisburg Hbf 17:28-Essen Hbf 17:43-Bochum Hbf 17:54-Dortmund Hbf 18:07,8000207.0,dep,Dortmund Hbf,3 A-C,16:46,20.06.19,Koeln%238000207,4,I,16
18520, ,16:48,ICE653,Köln Hbf 16:48-Wuppertal Hbf 17:14-Hamm(Westf) 18:00-Bielefeld Hbf 18:32-Hannover Hbf 19:28-Berlin-Spandau 20:54-Berlin Hbf (tief) 21:05-Berlin Gesundbrunnen 21:18,8000207.0,dep,Berlin Gesundbrunnen,2,16:48,20.06.19,Koeln%238000207,0,I,16
18523, Grund: Signalstörung,17:03,IC2311,Köln Hbf 16:53-Bonn Hbf 17:12-Koblenz Hbf 17:46-Mainz Hbf 18:39-Mannheim Hbf 19:21-Heidelberg Hbf 19:34-Vaihingen(Enz) 20:03-Stuttgart Hbf 20:24,8000207.0,dep,Stuttgart Hbf,7,16:53,20.06.19,Koeln%238000207,10,I,16
18526, ,16:56,ICE201,Köln Hbf 16:55-Siegburg/Bonn 17:08-Frankfurt(M) Flughafen Fernbf 17:49-Mannheim Hbf 18:23-Karlsruhe Hbf 18:58-Offenburg 19:27-Freiburg(Breisgau) Hbf 19:59-Basel Bad Bf 20:34-Basel SBB 20:47,8000207.0,dep,Basel SBB,6,16:55,20.06.19,Koeln%238000207,1,I,16
18547, ,,ICE 17,Bruxelles Midi (Halt entfällt) 14:25-Bruxelles-Nord (Halt entfällt) 14:34-Liège-Guillemins 15:14-Aachen Hbf 15:39-Köln Hbf 16:15,8000207.0,arr,Bruxelles Midi,4,16:15,20.06.19,Koeln%238000207,0,I,16
18567, ,,ICE816,Frankfurt(Main)Hbf 15:16-Frankfurt(M) Flughafen Fernbf 15:31-Limburg Süd 15:49-Montabaur 16:00-Siegburg/Bonn 16:20-Köln Hbf 16:39,8000207.0,arr,Frankfurt(Main)Hbf,5 D-G,16:39,20.06.19,Koeln%238000207,0,I,16
18690, Grund: Signalstörung,17:02,IC2311,Westerland(Sylt) 09:26-Niebüll 10:13-Husum 10:42-Heide(Holst) 11:08-Itzehoe 11:55-Hamburg Dammtor 12:39-Hamburg Hbf 12:46-Hamburg-Harburg 12:57-Bremen Hbf 13:44-Osnabrück Hbf 14:37-Münster(Westf)Hbf 15:02-Gelsenkirchen Hbf 15:47-Duisburg Hbf 16:13-Düsseldorf Hbf 16:27-Köln Hbf 16:50,8000207.0,arr,Westerland(Sylt),7,16:50,20.06.19,Koeln%238000207,12,I,16
18852, ,,IC2012,Oberstdorf 09:51-Fischen 10:02-Sonthofen 10:12-Immenstadt 10:40-Kempten(Allgäu)Hbf 10:55-Memmingen 11:27-Ulm Hbf 11:57-Göppingen 12:35-Plochingen 12:49-Stuttgart Hbf 13:12-Heidelberg Hbf 13:55-Mannheim Hbf 14:08-Mainz Hbf 14:49-Bingen(Rhein) Hbf 15:07-Koblenz Hbf 15:44-Andernach 15:56-Remagen 16:08-Bonn Hbf 16:23-Köln Hbf 16:43,8000207.0,arr,Oberstdorf,3,16:43,20.06.19,Koeln%238000207,0,I,16
18856, ,,IC2048,Dresden Hbf 09:10-Dresden-Neustadt 09:16-Riesa 09:48-Leipzig Hbf 10:36-Bitterfeld 10:57-Dessau Hbf 11:14-Magdeburg Hbf 12:03-Braunschweig Hbf 12:49-Hannover Hbf 13:40-Minden(Westf) 14:14-Bielefeld Hbf 14:42-Hamm(Westf) 15:16-Dortmund Hbf 15:37-Hagen Hbf 15:58-Wuppertal Hbf 16:14-Solingen Hbf 16:27-Köln Hbf 16:46,8000207.0,arr,Dresden Hbf,9 D-G,16:46,20.06.19,Koeln%238000207,0,I,16
19082, Grund: Signalstörung,17:07,IC2311,Westerland(Sylt) 09:26-Niebüll 10:13-Husum 10:42-Heide(Holst) 11:08-Itzehoe 11:55-Hamburg Dammtor 12:39-Hamburg Hbf 12:46-Hamburg-Harburg 12:57-Bremen Hbf 13:44-Osnabrück Hbf 14:37-Münster(Westf)Hbf 15:02-Gelsenkirchen Hbf 15:47-Duisburg Hbf 16:13-Düsseldorf Hbf 16:27-Köln Hbf 16:50,8000207.0,arr,Westerland(Sylt),7,16:50,20.06.19,Koeln%238000207,17,I,16
19138, Grund: Signalstörung,17:08,IC2311,Westerland(Sylt) 09:26-Niebüll 10:13-Husum 10:42-Heide(Holst) 11:08-Itzehoe 11:55-Hamburg Dammtor 12:39-Hamburg Hbf 12:46-Hamburg-Harburg 12:57-Bremen Hbf 13:44-Osnabrück Hbf 14:37-Münster(Westf)Hbf 15:02-Gelsenkirchen Hbf 15:47-Duisburg Hbf 16:13-Düsseldorf Hbf 16:27-Köln Hbf 16:50,8000207.0,arr,Westerland(Sylt),7,16:50,20.06.19,Koeln%238000207,18,I,16
19250, Grund: Signalstörung,17:09,IC2311,Westerland(Sylt) 09:26-Niebüll 10:13-Husum 10:42-Heide(Holst) 11:08-Itzehoe 11:55-Hamburg Dammtor 12:39-Hamburg Hbf 12:46-Hamburg-Harburg 12:57-Bremen Hbf 13:44-Osnabrück Hbf 14:37-Münster(Westf)Hbf 15:02-Gelsenkirchen Hbf 15:47-Duisburg Hbf 16:13-Düsseldorf Hbf 16:27-Köln Hbf 16:50,8000207.0,arr,Westerland(Sylt),7,16:50,20.06.19,Koeln%238000207,19,I,16
19418, Grund: Signalstörung,17:10,IC2311,Westerland(Sylt) 09:26-Niebüll 10:13-Husum 10:42-Heide(Holst) 11:08-Itzehoe 11:55-Hamburg Dammtor 12:39-Hamburg Hbf 12:46-Hamburg-Harburg 12:57-Bremen Hbf 13:44-Osnabrück Hbf 14:37-Münster(Westf)Hbf 15:02-Gelsenkirchen Hbf 15:47-Duisburg Hbf 16:13-Düsseldorf Hbf 16:27-Köln Hbf 16:50,8000207.0,arr,Westerland(Sylt),7,16:50,20.06.19,Koeln%238000207,20,I,16
19446, ,,ICE 17,Köln Hbf 16:20-Frankfurt(M) Flughafen Fernbf 17:09-Frankfurt(Main)Hbf 17:22,8000207.0,dep,Frankfurt(Main)Hbf,4,16:20,20.06.19,Koeln%238000207,0,I,16
19468, ,,IC2012,Köln Hbf 16:46-Düsseldorf Hbf 17:09-Duisburg Hbf 17:28-Essen Hbf 17:43-Bochum Hbf 17:54-Dortmund Hbf 18:07,8000207.0,dep,Dortmund Hbf,3 A-C,16:46,20.06.19,Koeln%238000207,0,I,16
19475, Grund: Signalstörung,17:13,IC2311,Köln Hbf 16:53-Bonn Hbf 17:12-Koblenz Hbf 17:46-Mainz Hbf 18:39-Mannheim Hbf 19:21-Heidelberg Hbf 19:34-Vaihingen(Enz) 20:03-Stuttgart Hbf 20:24,8000207.0,dep,Stuttgart Hbf,7,16:53,20.06.19,Koeln%238000207,20,I,16
19698, Grund: Signalstörung@@Gleiswechsel,17:09,IC2311,Westerland(Sylt) 09:26-Niebüll 10:13-Husum 10:42-Heide(Holst) 11:08-Itzehoe 11:55-Hamburg Dammtor 12:39-Hamburg Hbf 12:46-Hamburg-Harburg 12:57-Bremen Hbf 13:44-Osnabrück Hbf 14:37-Münster(Westf)Hbf 15:02-Gelsenkirchen Hbf 15:47-Duisburg Hbf 16:13-Düsseldorf Hbf 16:27-Köln Hbf 16:50,8000207.0,arr,Westerland(Sylt),6 D-G,16:50,20.06.19,Koeln%238000207,19,I,16
19810, Grund: Signalstörung@@Gleiswechsel,17:10,IC2311,Westerland(Sylt) 09:26-Niebüll 10:13-Husum 10:42-Heide(Holst) 11:08-Itzehoe 11:55-Hamburg Dammtor 12:39-Hamburg Hbf 12:46-Hamburg-Harburg 12:57-Bremen Hbf 13:44-Osnabrück Hbf 14:37-Münster(Westf)Hbf 15:02-Gelsenkirchen Hbf 15:47-Duisburg Hbf 16:13-Düsseldorf Hbf 16:27-Köln Hbf 16:50,8000207.0,arr,Westerland(Sylt),6 D-G,16:50,20.06.19,Koeln%238000207,20,I,16
19866, ,,IC2311,Westerland(Sylt) 09:26-Niebüll 10:13-Husum 10:42-Heide(Holst) 11:08-Itzehoe 11:55-Hamburg Dammtor 12:39-Hamburg Hbf 12:46-Hamburg-Harburg 12:57-Bremen Hbf 13:44-Osnabrück Hbf 14:37-Münster(Westf)Hbf 15:02-Gelsenkirchen Hbf 15:47-Duisburg Hbf 16:13-Düsseldorf Hbf 16:27-Köln Hbf 16:50,8000207.0,arr,Westerland(Sylt),7,16:50,20.06.19,Koeln%238000207,0,I,16
19879, ,,ICE106,Basel SBB (Halt entfällt) 13:13-Basel Bad Bf (Halt entfällt) 13:23-Freiburg(Breisgau) Hbf (Halt entfällt) 13:56-Offenburg (Halt entfällt) 14:29-Karlsruhe Hbf 15:00-Mannheim Hbf 15:35-Frankfurt(M) Flughafen Fernbf 16:09-Siegburg/Bonn 16:47-Köln Hbf 17:05,8000207.0,arr,Basel SBB,5,17:05,20.06.19,Koeln%238000207,0,I,17
19884, ,,ICE558,Berlin Gesundbrunnen 12:35-Berlin Hbf (tief) 12:50-Berlin-Spandau 13:02-Hannover Hbf 14:31-Bielefeld Hbf 15:26-Hamm(Westf) 15:56-Wuppertal Hbf 16:40-Köln Hbf 17:09,8000207.0,arr,Berlin Gesundbrunnen,7,17:09,20.06.19,Koeln%238000207,0,I,17
19894, Grund: Signalstörung,17:27,ICE127,Amsterdam Centraal 14:38-Utrecht Centraal 15:07-Arnhem Centraal 15:37-Oberhausen Hbf 16:26-Duisburg Hbf 16:34-Düsseldorf Hbf 16:51-Köln Hbf 17:18,8000207.0,arr,Amsterdam Centraal,5,17:18,20.06.19,Koeln%238000207,9,I,17
19905, ,17:35,ICE 1224,München Hbf 10:55-Nürnberg Hbf 12:00-Würzburg Hbf 13:01-Fulda 13:33-Kassel-Wilhelmshöhe 14:03-Warburg(Westf) 14:33-Altenbeken 14:56-Paderborn Hbf 15:10-Lippstadt 15:26-Soest 15:37-Hamm(Westf) 15:56-Dortmund Hbf 16:16-Bochum Hbf 16:28-Essen Hbf 16:40-Duisburg Hbf 16:55-Düsseldorf Hbf 17:08-Köln Hbf 17:33,8000207.0,arr,München Hbf,7 D-G,17:33,20.06.19,Koeln%238000207,2,I,17
19912, ,17:39,ICE 12,Frankfurt(Main)Hbf 16:27-Frankfurt(M) Flughafen Fernbf 16:43-Limburg Süd 17:01-Köln Hbf 17:39,8000207.0,arr,Frankfurt(Main)Hbf,5 A-C,17:39,20.06.19,Koeln%238000207,0,I,17
19915, ,17:39,ICE122,Frankfurt(Main)Hbf 16:27-Frankfurt(M) Flughafen Fernbf 16:43-Limburg Süd 17:01-Köln Hbf 17:39,8000207.0,arr,Frankfurt(Main)Hbf,5 A-C,17:39,20.06.19,Koeln%238000207,0,I,17
19920, Grund: Ärztliche Versorgung eines Fahrgastes,18:15,IC2229,Kiel Hbf 12:37-Neumünster 12:56-Hamburg Dammtor 13:38-Hamburg Hbf 13:46-Hamburg-Harburg 13:57-Bremen Hbf 14:44-Osnabrück Hbf 15:37-Münster(Westf)Hbf 16:02-Dortmund Hbf 16:38-Wuppertal Hbf 17:14-Solingen Hbf 17:28-Köln Hbf 17:46,8000207.0,arr,Kiel Hbf,7,17:46,20.06.19,Koeln%238000207,29,I,17
19922, ,17:51,ICE613,Dortmund Hbf 16:35-Bochum Hbf 16:48-Essen Hbf 17:00-Duisburg Hbf 17:13-Düsseldorf Hbf 17:27-Köln Hbf 17:49,8000207.0,arr,Dortmund Hbf,6,17:49,20.06.19,Koeln%238000207,2,I,17
20006, Grund: Signalstörung,17:29,ICE127,Amsterdam Centraal 14:38-Utrecht Centraal 15:07-Arnhem Centraal 15:37-Oberhausen Hbf 16:26-Duisburg Hbf 16:34-Düsseldorf Hbf 16:51-Köln Hbf 17:18,8000207.0,arr,Amsterdam Centraal,5,17:18,20.06.19,Koeln%238000207,11,I,17
20062, Grund: Signalstörung,17:30,ICE127,Amsterdam Centraal 14:38-Utrecht Centraal 15:07-Arnhem Centraal 15:37-Oberhausen Hbf 16:26-Duisburg Hbf 16:34-Düsseldorf Hbf 16:51-Köln Hbf 17:18,8000207.0,arr,Amsterdam Centraal,5,17:18,20.06.19,Koeln%238000207,12,I,17
20088, Grund: Ärztliche Versorgung eines Fahrgastes,18:14,IC2229,Kiel Hbf 12:37-Neumünster 12:56-Hamburg Dammtor 13:38-Hamburg Hbf 13:46-Hamburg-Harburg 13:57-Bremen Hbf 14:44-Osnabrück Hbf 15:37-Münster(Westf)Hbf 16:02-Dortmund Hbf 16:38-Wuppertal Hbf 17:14-Solingen Hbf 17:28-Köln Hbf 17:46,8000207.0,arr,Kiel Hbf,7,17:46,20.06.19,Koeln%238000207,28,I,17
20286, Grund: Signalstörung@@Gleiswechsel,17:29,ICE127,Amsterdam Centraal 14:38-Utrecht Centraal 15:07-Arnhem Centraal 15:37-Oberhausen Hbf 16:26-Duisburg Hbf 16:34-Düsseldorf Hbf 16:51-Köln Hbf 17:18,8000207.0,arr,Amsterdam Centraal,4 A-C,17:18,20.06.19,Koeln%238000207,11,I,17
20312, Grund: Ärztliche Versorgung eines Fahrgastes,18:13,IC2229,Kiel Hbf 12:37-Neumünster 12:56-Hamburg Dammtor 13:38-Hamburg Hbf 13:46-Hamburg-Harburg 13:57-Bremen Hbf 14:44-Osnabrück Hbf 15:37-Münster(Westf)Hbf 16:02-Dortmund Hbf 16:38-Wuppertal Hbf 17:14-Solingen Hbf 17:28-Köln Hbf 17:46,8000207.0,arr,Kiel Hbf,7,17:46,20.06.19,Koeln%238000207,27,I,17
20353, ,17:43,ICE 1224,München Hbf 10:55-Nürnberg Hbf 12:00-Würzburg Hbf 13:01-Fulda 13:33-Kassel-Wilhelmshöhe 14:03-Warburg(Westf) 14:33-Altenbeken 14:56-Paderborn Hbf 15:10-Lippstadt 15:26-Soest 15:37-Hamm(Westf) 15:56-Dortmund Hbf 16:16-Bochum Hbf 16:28-Essen Hbf 16:40-Duisburg Hbf 16:55-Düsseldorf Hbf 17:08-Köln Hbf 17:33,8000207.0,arr,München Hbf,7 D-G,17:33,20.06.19,Koeln%238000207,10,I,17
20379, ,,IC2311,Köln Hbf 16:53-Bonn Hbf 17:12-Koblenz Hbf 17:46-Mainz Hbf 18:39-Mannheim Hbf 19:21-Heidelberg Hbf 19:34-Vaihingen(Enz) 20:03-Stuttgart Hbf 20:24,8000207.0,dep,Stuttgart Hbf,7,16:53,20.06.19,Koeln%238000207,0,I,16
20390, ,,IC2043,Köln Hbf 17:13-Solingen Hbf 17:29-Wuppertal Hbf 17:42-Hagen Hbf 18:00-Dortmund Hbf 18:21-Hamm(Westf) 18:42-Bielefeld Hbf 19:16-Minden(Westf) 19:45-Hannover Hbf 20:18-Braunschweig Hbf 21:08-Magdeburg Hbf 21:54,8000207.0,dep,Magdeburg Hbf,2 A-C,17:13,20.06.19,Koeln%238000207,0,I,17
20401, Grund: Signalstörung@@Gleiswechsel,17:34,ICE127,Köln Hbf 17:28-Frankfurt(M) Flughafen Fernbf 18:16-Frankfurt(Main)Hbf 18:31,8000207.0,dep,Frankfurt(Main)Hbf,4 A-C,17:28,20.06.19,Koeln%238000207,6,I,17
20414, ,17:43,ICE 12,Köln Hbf 17:43-Aachen Hbf 18:16-Liège-Guillemins 18:44-Bruxelles-Nord 19:26-Bruxelles Midi 19:35,8000207.0,dep,Bruxelles Midi,5 D-G,17:43,20.06.19,Koeln%238000207,0,I,17
20416, ,,IC2002,Köln Hbf 17:45-Düsseldorf Hbf 18:07-Duisburg Hbf 18:28-Oberhausen Hbf 18:35-Gelsenkirchen Hbf 18:47-Recklinghausen Hbf 18:58-Münster(Westf)Hbf 19:28-Rheine 19:54-Lingen(Ems) 20:13-Meppen 20:27-Papenburg(Ems) 20:54-Leer(Ostfriesl) 21:07-Emden Hbf 21:25,8000207.0,dep,Emden Hbf,3 A-C,17:45,20.06.19,Koeln%238000207,0,I,17
20418, ,17:46,ICE122,Köln Hbf 17:46-Düsseldorf Hbf 18:11-Duisburg Hbf 18:25-Oberhausen Hbf 18:32-Arnhem Centraal 19:28-Utrecht Centraal 20:01-Amsterdam Centraal 20:28,8000207.0,dep,Amsterdam Centraal,5 A-C,17:46,20.06.19,Koeln%238000207,0,I,17
20423, Grund: Ärztliche Versorgung eines Fahrgastes,18:19,IC2229,Köln Hbf 17:53-Bonn Hbf 18:12-Koblenz Hbf 18:46-Mainz Hbf 19:39-Frankfurt(M) Flughafen Fernbf 19:59-Frankfurt(Main)Hbf 20:13-Hanau Hbf 20:36-Aschaffenburg Hbf 20:51-Würzburg Hbf 21:32-Nürnberg Hbf 22:27-Regensburg Hbf 23:38-Straubing 00:01-Plattling 00:16-Passau Hbf 00:50,8000207.0,dep,Passau Hbf,7,17:53,20.06.19,Koeln%238000207,26,I,17
20426, ,17:58,ICE613,Köln Hbf 17:55-Frankfurt(M) Flughafen Fernbf 18:50-Mannheim Hbf 19:23-Stuttgart Hbf 20:08-Ulm Hbf 21:10-Augsburg Hbf 21:53-München-Pasing 22:16-München Hbf 22:26,8000207.0,dep,München Hbf,6,17:55,20.06.19,Koeln%238000207,3,I,17
20573, ,17:44,ICE 1224,München Hbf 10:55-Nürnberg Hbf 12:00-Würzburg Hbf 13:01-Fulda 13:33-Kassel-Wilhelmshöhe 14:03-Warburg(Westf) 14:33-Altenbeken 14:56-Paderborn Hbf 15:10-Lippstadt 15:26-Soest 15:37-Hamm(Westf) 15:56-Dortmund Hbf 16:16-Bochum Hbf 16:28-Essen Hbf 16:40-Duisburg Hbf 16:55-Düsseldorf Hbf 17:08-Köln Hbf 17:33,8000207.0,arr,München Hbf,7 D-G,17:33,20.06.19,Koeln%238000207,11,I,17
