,TAA,TA,TIN,TIR,TSI,TIM,TIRE,TIP,TIT,TID,TSC,TAc,Type
17582, Grund: Verspätung eines vorausfahrenden Zuges,16:35,ICE125,Amsterdam Centraal 12:38-Utrecht Centraal 13:07-Arnhem Centraal 13:37-Oberhausen Hbf 14:26-Duisburg Hbf 14:34-Düsseldorf Hbf 14:50-Köln Hbf 15:29-Frankfurt(M) Flughafen Fernbf 16:20-Frankfurt(Main)Hbf 16:31,8000105.0,arr,Amsterdam Centraal,18,16:31,20.06.19,Frankfurt%238000105,4,ICE
17593, Grund: Verspätung aus vorheriger Fahrt,16:46,ICE373,Berlin Ostbahnhof 11:46-Berlin Hbf 11:57-Berlin-Spandau 12:12-Wolfsburg Hbf 13:09-Braunschweig Hbf 13:27-Hildesheim Hbf 13:54-Göttingen 14:54-Kassel-Wilhelmshöhe 15:15-Fulda 15:47-Hanau Hbf 16:27-Frankfurt(Main)Hbf 16:44,8000105.0,arr,Berlin Ostbahnhof,9,16:44,20.06.19,Frankfurt%238000105,2,ICE
17670, Änderung im Fahrtverlauf!@@Ersatzfahrt für ICE  974@@Grund: Verspätung aus vorheriger Fahrt,17:39,ICE 2910,Stuttgart Hbf 15:24-Mannheim Hbf 16:05-Frankfurt(M) Flughafen Fernbf (Halt entfällt) 16:42-Frankfurt(Main)Hbf 16:52,8000105.0,arr,Stuttgart Hbf,8,16:52,20.06.19,Frankfurt%238000105,47,ICE
17677, Grund: Verspätung eines vorausfahrenden Zuges,17:24,ICE579,Hamburg-Altona 12:46-Hamburg Dammtor 12:54-Hamburg Hbf 13:01-Hamburg-Harburg 13:12-Hannover Hbf 14:24-Göttingen 15:18-Kassel-Wilhelmshöhe 15:39-Frankfurt(Main)Hbf 17:00,8000105.0,arr,Hamburg-Altona,6,17:00,20.06.19,Frankfurt%238000105,24,ICE
17737, Änderung im Fahrtverlauf!@@Ersatzfahrt für ICE  974@@Grund: Verspätung aus vorheriger Fahrt,17:40,ICE 2910,Stuttgart Hbf 15:24-Mannheim Hbf 16:05-Frankfurt(M) Flughafen Fernbf (Halt entfällt) 16:42-Frankfurt(Main)Hbf 16:52,8000105.0,arr,Stuttgart Hbf,8,16:52,20.06.19,Frankfurt%238000105,48,ICE
17739, Grund: Signalstörung,17:07,ICE 1630,Berlin Gesundbrunnen 12:54-Berlin Hbf (tief) 13:04-Berlin Südkreuz 13:11-Erfurt Hbf 14:50-Frankfurt(Main)Hbf 16:56,8000105.0,arr,Berlin Gesundbrunnen,10,16:56,20.06.19,Frankfurt%238000105,11,ICE
17782, Grund: Verspätung eines vorausfahrenden Zuges,16:33,ICE125,Amsterdam Centraal 12:38-Utrecht Centraal 13:07-Arnhem Centraal 13:37-Oberhausen Hbf 14:26-Duisburg Hbf 14:34-Düsseldorf Hbf 14:50-Köln Hbf 15:29-Frankfurt(M) Flughafen Fernbf 16:20-Frankfurt(Main)Hbf 16:31,8000105.0,arr,Amsterdam Centraal,18,16:31,20.06.19,Frankfurt%238000105,2,ICE
17804, Änderung im Fahrtverlauf!@@Ersatzfahrt für ICE  974@@Grund: Verspätung aus vorheriger Fahrt,17:32,ICE 2910,Stuttgart Hbf 15:24-Mannheim Hbf 16:05-Frankfurt(M) Flughafen Fernbf (Halt entfällt) 16:42-Frankfurt(Main)Hbf 16:52,8000105.0,arr,Stuttgart Hbf,8,16:52,20.06.19,Frankfurt%238000105,40,ICE
17853, ,16:40,ICE 1558,Dresden Hbf 12:10-Dresden-Neustadt 12:16-Riesa 12:48-Leipzig Hbf 13:33-Erfurt Hbf 14:17-Gotha 14:33-Eisenach 14:48-Bad Hersfeld 15:16-Fulda 15:43-Frankfurt(Main)Hbf 16:36,8000105.0,arr,Dresden Hbf,6,16:36,20.06.19,Frankfurt%238000105,4,ICE
17877, ,17:01,ICE 9553,Paris Est 13:10-Saarbrücken Hbf 14:59-Kaiserslautern Hbf 15:37-Mannheim Hbf 16:19-Frankfurt(Main)Hbf 16:58,8000105.0,arr,Paris Est,18,16:58,20.06.19,Frankfurt%238000105,3,ICE
17909, ,,ICE817,Köln Hbf 14:58-Siegburg/Bonn 15:16-Montabaur 15:36-Limburg Süd 15:52-Frankfurt(M) Flughafen Fernbf 16:14-Frankfurt(Main)Hbf 16:26,8000105.0,arr,Köln Hbf,17,16:26,20.06.19,Frankfurt%238000105,0,ICE
18009, ,17:02,ICE 9553,Paris Est 13:10-Saarbrücken Hbf 14:59-Kaiserslautern Hbf 15:37-Mannheim Hbf 16:19-Frankfurt(Main)Hbf 16:58,8000105.0,arr,Paris Est,18,16:58,20.06.19,Frankfurt%238000105,4,ICE
18013, ,,ICE 72,Chur 10:39-Landquart 10:49-Sargans 10:58-Zürich HB 12:00-Basel SBB 13:06-Basel Bad Bf 13:15-Freiburg(Breisgau) Hbf 13:49-Offenburg14:18-Baden-Baden 14:34-Karlsruhe Hbf 14:51-Mannheim Hbf 15:16-Frankfurt(Main)Hbf 15:52,8000105.0,arr,Chur,8,15:52,20.06.19,Frankfurt%238000105,0,ICE
18111, Grund: Verspätung eines vorausfahrenden Zuges,16:36,ICE125,Amsterdam Centraal 12:38-Utrecht Centraal 13:07-Arnhem Centraal 13:37-Oberhausen Hbf 14:26-Duisburg Hbf 14:34-Düsseldorf Hbf 14:50-Köln Hbf 15:29-Frankfurt(M) Flughafen Fernbf 16:20-Frankfurt(Main)Hbf 16:31,8000105.0,arr,Amsterdam Centraal,18,16:31,20.06.19,Frankfurt%238000105,5,ICE
18139, ,17:04,ICE 9553,Paris Est 13:10-Saarbrücken Hbf 14:59-Kaiserslautern Hbf 15:37-Mannheim Hbf 16:19-Frankfurt(Main)Hbf 16:58,8000105.0,arr,Paris Est,18,16:58,20.06.19,Frankfurt%238000105,6,ICE
18200, Grund: Signalstörung,17:05,ICE 1630,Berlin Gesundbrunnen 12:54-Berlin Hbf (tief) 13:04-Berlin Südkreuz 13:11-Erfurt Hbf 14:50-Frankfurt(Main)Hbf 16:56,8000105.0,arr,Berlin Gesundbrunnen,10,16:56,20.06.19,Frankfurt%238000105,9,ICE
18241, ,,ICE125,Amsterdam Centraal 12:38-Utrecht Centraal 13:07-Arnhem Centraal 13:37-Oberhausen Hbf 14:26-Duisburg Hbf 14:34-Düsseldorf Hbf 14:50-Köln Hbf 15:29-Frankfurt(M) Flughafen Fernbf 16:20-Frankfurt(Main)Hbf 16:31,8000105.0,arr,Amsterdam Centraal,18,16:31,20.06.19,Frankfurt%238000105,0,ICE
18270, Grund: Verspätung eines vorausfahrenden Zuges,17:22,ICE579,Hamburg-Altona 12:46-Hamburg Dammtor 12:54-Hamburg Hbf 13:01-Hamburg-Harburg 13:12-Hannover Hbf 14:24-Göttingen 15:18-Kassel-Wilhelmshöhe 15:39-Frankfurt(Main)Hbf 17:00,8000105.0,arr,Hamburg-Altona,6,17:00,20.06.19,Frankfurt%238000105,22,ICE
18337, ,,ICE599,Hamburg-Altona 09:21-Hamburg Dammtor 09:29-Hamburg Hbf 09:36-Berlin-Spandau 11:12-Berlin Hbf (tief) 11:28-Berlin Südkreuz 11:35-Bitterfeld 12:25-Leipzig Hbf 12:48-Erfurt Hbf 13:30-Eisenach 13:56-Fulda 14:50-Frankfurt(Main)Hbf 15:44,8000105.0,arr,Hamburg-Altona,9,15:44,20.06.19,Frankfurt%238000105,0,ICE
18375, ,,ICE 1558,Dresden Hbf 12:10-Dresden-Neustadt 12:16-Riesa 12:48-Leipzig Hbf 13:33-Erfurt Hbf 14:17-Gotha 14:33-Eisenach 14:48-Bad Hersfeld 15:16-Fulda 15:43-Frankfurt(Main)Hbf 16:36,8000105.0,arr,Dresden Hbf,6,16:36,20.06.19,Frankfurt%238000105,0,ICE
18447, ,16:44,ICE373,Berlin Ostbahnhof 11:46-Berlin Hbf 11:57-Berlin-Spandau 12:12-Wolfsburg Hbf 13:09-Braunschweig Hbf 13:27-Hildesheim Hbf 13:54-Göttingen 14:54-Kassel-Wilhelmshöhe 15:15-Fulda 15:47-Hanau Hbf 16:27-Frankfurt(Main)Hbf 16:44,8000105.0,arr,Berlin Ostbahnhof,9,16:44,20.06.19,Frankfurt%238000105,0,ICE
18464, ,17:03,ICE 9553,Paris Est 13:10-Saarbrücken Hbf 14:59-Kaiserslautern Hbf 15:37-Mannheim Hbf 16:19-Frankfurt(Main)Hbf 16:58,8000105.0,arr,Paris Est,18,16:58,20.06.19,Frankfurt%238000105,5,ICE
18466, Grund: Technische Störung am Zug,16:45,ICE599,Frankfurt(Main)Hbf 15:50-Mannheim Hbf 16:27-Stuttgart Hbf 17:08-Ulm Hbf 18:10-Augsburg Hbf 18:53-München-Pasing 19:18-München Hbf 19:27,8000105.0,dep,München Hbf,9,15:50,20.06.19,Frankfurt%238000105,55,ICE
18467, Grund: Verzögerungen im Betriebsablauf,16:41,ICE 72,Frankfurt(Main)Hbf 15:58-Kassel-Wilhelmshöhe 17:19-Göttingen 17:39-Hannover Hbf 18:34-Hamburg-Harburg 19:42-Hamburg Hbf 19:54-Hamburg Dammtor 20:01-Hamburg-Altona 20:10,8000105.0,dep,Hamburg-Altona,8,15:58,20.06.19,Frankfurt%238000105,43,ICE
18476, ,,ICE 77,Frankfurt(Main)Hbf 16:06-Mannheim Hbf 16:44-Karlsruhe Hbf 17:08-Baden-Baden 17:25-Freiburg(Breisgau) Hbf 18:10-Basel Bad Bf 18:45-Basel SBB 18:54-Zürich HB 20:00,8000105.0,dep,Zürich HB,6,16:06,20.06.19,Frankfurt%238000105,0,ICE
18478, ,,ICE626,Frankfurt(Main)Hbf 16:09-Frankfurt(M) Flughafen Fernbf 16:22-Köln Messe/Deutz Gl.11-12 17:13-Düsseldorf Hbf 17:36-Duisburg Hbf 17:49-Essen Hbf 18:02,8000105.0,dep,Essen Hbf,7,16:09,20.06.19,Frankfurt%238000105,0,ICE
18482, ,,ICE596,Frankfurt(Main)Hbf 16:13-Fulda 17:07-Eisenach 18:00-Erfurt Hbf 18:26-Leipzig Hbf 19:10-Lutherstadt Wittenberg Hbf 19:46-Berlin Südkreuz 20:22-Berlin Hbf (tief) 20:29,8000105.0,dep,Berlin Hbf (tief),8,16:13,20.06.19,Frankfurt%238000105,0,ICE
18491, ,,ICE229,Frankfurt(Main)Hbf 16:21-Hanau Hbf 16:36-Aschaffenburg Hbf 16:50-Würzburg Hbf 17:32-Nürnberg Hbf 18:27-Regensburg Hbf 19:24-Plattling 19:57-Passau Hbf 20:26-Schärding 20:50-Wels Hbf 21:27-Linz Hbf 21:43-St.Pölten Hbf 22:36-Wien Meidling 23:02-Wien Hbf 23:09,8000105.0,dep,Wien Hbf,4,16:21,20.06.19,Frankfurt%238000105,0,ICE
18496, ,,ICE 12,Frankfurt(Main)Hbf 16:27-Frankfurt(M) Flughafen Fernbf 16:40-Limburg Süd 17:00-Köln Hbf 17:39-Aachen Hbf 18:16-Liège-Guillemins 18:44-Bruxelles-Nord 19:26-Bruxelles Midi 19:35,8000105.0,dep,Bruxelles Midi,19,16:27,20.06.19,Frankfurt%238000105,0,ICE
18498, ,,ICE122,Frankfurt(Main)Hbf 16:27-Frankfurt(M) Flughafen Fernbf 16:40-Limburg Süd 17:00-Köln Hbf 17:39-Düsseldorf Hbf 18:11-Duisburg Hbf 18:25-Oberhausen Hbf 18:32-Arnhem Centraal 19:28-Utrecht Centraal 20:01-Amsterdam Centraal 20:28,8000105.0,dep,Amsterdam Centraal,19,16:27,20.06.19,Frankfurt%238000105,0,ICE
18514, ,16:43,ICE 1558,Frankfurt(Main)Hbf 16:42-Frankfurt(M) Flughafen Fernbf 16:55-Mainz Hbf 17:15-Wiesbaden Hbf 17:33,8000105.0,dep,Wiesbaden Hbf,6,16:42,20.06.19,Frankfurt%238000105,1,ICE
18523, ,16:50,ICE373,Frankfurt(Main)Hbf 16:50-Mannheim Hbf 17:27-Karlsruhe Hbf 17:58-Offenburg 18:28-Freiburg(Breisgau) Hbf 19:00-Basel Bad Bf 19:34-Basel SBB 19:47-Liestal 20:08-Olten 20:25-Bern 20:56-Thun 21:24-Spiez 21:35-Interlaken West 21:51-Interlaken Ost 21:57,8000105.0,dep,Interlaken Ost,9,16:50,20.06.19,Frankfurt%238000105,0,ICE
18526, ,16:56,ICE723,Frankfurt(Main)Hbf 16:54-Aschaffenburg Hbf 17:22-Würzburg Hbf 18:01-Nürnberg Hbf 19:00-München Hbf 20:07,8000105.0,dep,München Hbf,7,16:54,20.06.19,Frankfurt%238000105,2,ICE
18531, Ersatzfahrt für ICE  974@@Grund: Verspätung aus vorheriger Fahrt,17:38,ICE 2910,Frankfurt(Main)Hbf 16:58-Kassel-Wilhelmshöhe 18:19-Göttingen 18:39-Hannover Hbf 19:34-Lüneburg 20:26-Hamburg Hbf 20:55-Hamburg Dammtor 21:04-Neumünster 21:51-Kiel Hbf 22:14,8000105.0,dep,Kiel Hbf,8,16:58,20.06.19,Frankfurt%238000105,40,ICE
18710, ,,ICE373,Berlin Ostbahnhof 11:46-Berlin Hbf 11:57-Berlin-Spandau 12:12-Wolfsburg Hbf 13:09-Braunschweig Hbf 13:27-Hildesheim Hbf 13:54-Göttingen 14:54-Kassel-Wilhelmshöhe 15:15-Fulda 15:47-Hanau Hbf 16:27-Frankfurt(Main)Hbf 16:44,8000105.0,arr,Berlin Ostbahnhof,9,16:44,20.06.19,Frankfurt%238000105,0,ICE
18714, Gleiswechsel,16:48,ICE723,Essen Hbf 14:40-Duisburg Hbf 14:55-Düsseldorf Hbf 15:13-Köln Messe/Deutz Gl.11-12 15:36-Siegburg/Bonn 15:52-Frankfurt(M) Flughafen Fernbf 16:36-Frankfurt(Main)Hbf 16:48,8000105.0,arr,Essen Hbf,6,16:48,20.06.19,Frankfurt%238000105,0,ICE
18768, Gleiswechsel,16:47,ICE 1558,Dresden Hbf 12:10-Dresden-Neustadt 12:16-Riesa 12:48-Leipzig Hbf 13:33-Erfurt Hbf 14:17-Gotha 14:33-Eisenach 14:48-Bad Hersfeld 15:16-Fulda 15:43-Frankfurt(Main)Hbf 16:36,8000105.0,arr,Dresden Hbf,8,16:36,20.06.19,Frankfurt%238000105,11,ICE
18840, Grund: Verspätung aus vorheriger Fahrt,16:50,ICE373,Berlin Ostbahnhof 11:46-Berlin Hbf 11:57-Berlin-Spandau 12:12-Wolfsburg Hbf 13:09-Braunschweig Hbf 13:27-Hildesheim Hbf 13:54-Göttingen 14:54-Kassel-Wilhelmshöhe 15:15-Fulda 15:47-Hanau Hbf 16:27-Frankfurt(Main)Hbf 16:44,8000105.0,arr,Berlin Ostbahnhof,9,16:44,20.06.19,Frankfurt%238000105,6,ICE
18844, ,,ICE723,Essen Hbf 14:40-Duisburg Hbf 14:55-Düsseldorf Hbf 15:13-Köln Messe/Deutz Gl.11-12 15:36-Siegburg/Bonn 15:52-Frankfurt(M) Flughafen Fernbf 16:36-Frankfurt(Main)Hbf 16:48,8000105.0,arr,Essen Hbf,7,16:48,20.06.19,Frankfurt%238000105,0,ICE
18972, Gleiswechsel,16:52,ICE723,Essen Hbf 14:40-Duisburg Hbf 14:55-Düsseldorf Hbf 15:13-Köln Messe/Deutz Gl.11-12 15:36-Siegburg/Bonn 15:52-Frankfurt(M) Flughafen Fernbf 16:36-Frankfurt(Main)Hbf 16:48,8000105.0,arr,Essen Hbf,6,16:48,20.06.19,Frankfurt%238000105,4,ICE
19433, ,,ICE 9553,Paris Est 13:10-Saarbrücken Hbf 14:59-Kaiserslautern Hbf 15:37-Mannheim Hbf 16:19-Frankfurt(Main)Hbf 16:58,8000105.0,arr,Paris Est,18,16:58,20.06.19,Frankfurt%238000105,0,ICE
19435, ,,ICE599,Frankfurt(Main)Hbf 15:50-Mannheim Hbf 16:27-Stuttgart Hbf 17:08-Ulm Hbf 18:10-Augsburg Hbf 18:53-München-Pasing 19:18-München Hbf 19:27,8000105.0,dep,München Hbf,9,15:50,20.06.19,Frankfurt%238000105,0,ICE
19436, ,,ICE 72,Frankfurt(Main)Hbf 15:58-Kassel-Wilhelmshöhe 17:19-Göttingen 17:39-Hannover Hbf 18:34-Hamburg-Harburg 19:42-Hamburg Hbf 19:54-Hamburg Dammtor 20:01-Hamburg-Altona 20:10,8000105.0,dep,Hamburg-Altona,8,15:58,20.06.19,Frankfurt%238000105,0,ICE
19482, ,,ICE 1558,Frankfurt(Main)Hbf 16:42-Frankfurt(M) Flughafen Fernbf 16:55-Mainz Hbf 17:15-Wiesbaden Hbf 17:33,8000105.0,dep,Wiesbaden Hbf,6,16:42,20.06.19,Frankfurt%238000105,0,ICE
19491, ,,ICE373,Frankfurt(Main)Hbf 16:50-Mannheim Hbf 17:27-Karlsruhe Hbf 17:58-Offenburg 18:28-Freiburg(Breisgau) Hbf 19:00-Basel Bad Bf 19:34-Basel SBB 19:47-Liestal 20:08-Olten 20:25-Bern 20:56-Thun 21:24-Spiez 21:35-Interlaken West 21:51-Interlaken Ost 21:57,8000105.0,dep,Interlaken Ost,9,16:50,20.06.19,Frankfurt%238000105,0,ICE
19494, ,,ICE723,Frankfurt(Main)Hbf 16:54-Aschaffenburg Hbf 17:22-Würzburg Hbf 18:01-Nürnberg Hbf 19:00-München Hbf 20:07,8000105.0,dep,München Hbf,7,16:54,20.06.19,Frankfurt%238000105,0,ICE
19560, ,,ICE 1630,Berlin Gesundbrunnen 12:54-Berlin Hbf (tief) 13:04-Berlin Südkreuz 13:11-Erfurt Hbf 14:50-Frankfurt(Main)Hbf 16:56,8000105.0,arr,Berlin Gesundbrunnen,10,16:56,20.06.19,Frankfurt%238000105,0,ICE
20085, Grund: Verspätung eines vorausfahrenden Zuges,17:21,ICE579,Hamburg-Altona 12:46-Hamburg Dammtor 12:54-Hamburg Hbf 13:01-Hamburg-Harburg 13:12-Hannover Hbf 14:24-Göttingen 15:18-Kassel-Wilhelmshöhe 15:39-Frankfurt(Main)Hbf 17:00,8000105.0,arr,Hamburg-Altona,6,17:00,20.06.19,Frankfurt%238000105,21,ICE
20089, Grund: Verspätung aus vorheriger Fahrt,17:25,ICE 1124,München Hbf 13:51-Nürnberg Hbf 15:00-Würzburg Hbf 15:55-Aschaffenburg Hbf 16:33-Frankfurt(Main)Hbf 17:04,8000105.0,arr,München Hbf,7,17:04,20.06.19,Frankfurt%238000105,21,ICE
20093, ,,ICE296,Basel SBB (Halt entfällt) 14:13-Basel Bad Bf 14:23-Freiburg(Breisgau) Hbf 14:55-Offenburg 15:27-Baden-Baden 15:42-Karlsruhe Hbf 16:01-Mannheim Hbf 16:32-Frankfurt(Main)Hbf 17:08,8000105.0,arr,Basel SBB,-,17:08,20.06.19,Frankfurt%238000105,0,ICE
20095, ,,ICE 1655,Wiesbaden Hbf 16:26-Mainz Hbf 16:43-Frankfurt(Main)Hbf 17:09,8000105.0,arr,Wiesbaden Hbf,1,17:09,20.06.19,Frankfurt%238000105,0,ICE
20106, Fährt heute erst ab Liège-Guillemins@@Grund: Verspätung im Ausland,17:58,ICE 17,Bruxelles Midi (Halt entfällt) 14:25-Bruxelles-Nord (Halt entfällt) 14:34-Liège-Guillemins 15:14-Aachen Hbf 15:39-Köln Hbf 16:20-Frankfurt(M) Flughafen Fernbf 17:11-Frankfurt(Main)Hbf 17:22,8000105.0,arr,Bruxelles Midi,18,17:22,20.06.19,Frankfurt%238000105,36,ICE
20122, Grund: Verzögerungen im Betriebsablauf,17:49,ICE 26,Wien Hbf 11:15-Wien Meidling 11:22-St.Pölten Hbf 11:46-Linz Hbf 12:36-Passau Hbf 13:34-Plattling 14:01-Regensburg Hbf 14:32-Nürnberg Hbf 15:30-Würzburg Hbf 16:24-Hanau Hbf 17:16-Frankfurt(Main)Hbf 17:36,8000105.0,arr,Wien Hbf,6,17:36,20.06.19,Frankfurt%238000105,13,ICE
20129, ,17:48,ICE691,Berlin Gesundbrunnen 13:20-Berlin Hbf (tief) 13:28-Berlin Südkreuz 13:35-Lutherstadt Wittenberg Hbf 14:11-Leipzig Hbf 14:48-Erfurt Hbf 15:30-Eisenach 15:56-Fulda 16:50-Frankfurt(Main)Hbf 17:44,8000105.0,arr,Berlin Gesundbrunnen,9,17:44,20.06.19,Frankfurt%238000105,4,ICE
20133, Grund: Signalstörung,18:01,ICE725,Essen Hbf 15:55-Duisburg Hbf 16:08-Düsseldorf Hbf 16:22-Köln Messe/Deutz Gl.11-12 16:44-Frankfurt(M) Flughafen Fernbf 17:36-Frankfurt(Main)Hbf 17:48,8000105.0,arr,Essen Hbf,7,17:48,20.06.19,Frankfurt%238000105,13,ICE
20138, Grund: Notarzteinsatz am Gleis,18:01,ICE 70,Chur 12:39-Landquart 12:49-Sargans 12:58-Zürich HB 14:00-Basel SBB 15:06-Basel Bad Bf 15:15-Freiburg(Breisgau) Hbf 15:49-Baden-Baden 16:34-Karlsruhe Hbf 16:51-Mannheim Hbf 17:16-Frankfurt(Main)Hbf 17:52,8000105.0,arr,Chur,8,17:52,20.06.19,Frankfurt%238000105,9,ICE
20158, Grund: Verspätung aus vorheriger Fahrt,17:24,ICE 1124,München Hbf 13:51-Nürnberg Hbf 15:00-Würzburg Hbf 15:55-Aschaffenburg Hbf 16:33-Frankfurt(Main)Hbf 17:04,8000105.0,arr,München Hbf,7,17:04,20.06.19,Frankfurt%238000105,20,ICE
20191, Grund: Verzögerungen im Betriebsablauf,17:50,ICE 26,Wien Hbf 11:15-Wien Meidling 11:22-St.Pölten Hbf 11:46-Linz Hbf 12:36-Passau Hbf 13:34-Plattling 14:01-Regensburg Hbf 14:32-Nürnberg Hbf 15:30-Würzburg Hbf 16:24-Hanau Hbf 17:16-Frankfurt(Main)Hbf 17:36,8000105.0,arr,Wien Hbf,6,17:36,20.06.19,Frankfurt%238000105,14,ICE
20222, ,,ICE579,Hamburg-Altona 12:46-Hamburg Dammtor 12:54-Hamburg Hbf 13:01-Hamburg-Harburg 13:12-Hannover Hbf 14:24-Göttingen 15:18-Kassel-Wilhelmshöhe 15:39-Frankfurt(Main)Hbf 17:00,8000105.0,arr,Hamburg-Altona,6,17:00,20.06.19,Frankfurt%238000105,0,ICE
20266, ,17:47,ICE691,Berlin Gesundbrunnen 13:20-Berlin Hbf (tief) 13:28-Berlin Südkreuz 13:35-Lutherstadt Wittenberg Hbf 14:11-Leipzig Hbf 14:48-Erfurt Hbf 15:30-Eisenach 15:56-Fulda 16:50-Frankfurt(Main)Hbf 17:44,8000105.0,arr,Berlin Gesundbrunnen,9,17:44,20.06.19,Frankfurt%238000105,3,ICE
20294, ,,ICE 1124,München Hbf 13:51-Nürnberg Hbf 15:00-Würzburg Hbf 15:55-Aschaffenburg Hbf 16:33-Frankfurt(Main)Hbf 17:04,8000105.0,arr,München Hbf,7,17:04,20.06.19,Frankfurt%238000105,0,ICE
20355, ,,ICE 1633,Frankfurt(Main)Hbf 17:02-Erfurt Hbf 19:07-Berlin Südkreuz 20:48-Berlin Hbf (tief) 20:55-Berlin Gesundbrunnen 21:06,8000105.0,dep,Berlin Gesundbrunnen,13,17:02,20.06.19,Frankfurt%238000105,0,ICE
20359, Grund: Verspätung eines vorausfahrenden Zuges,17:29,ICE579,Frankfurt(Main)Hbf 17:06-Frankfurt(M) Flughafen Fernbf 17:17-Mannheim Hbf 17:54-Stuttgart Hbf 18:35,8000105.0,dep,Stuttgart Hbf,6,17:06,20.06.19,Frankfurt%238000105,23,ICE
20365, Grund: Verspätung aus vorheriger Fahrt,17:32,ICE 1124,Frankfurt(Main)Hbf 17:10-Frankfurt(M) Flughafen Fernbf 17:20-Limburg Süd 17:39-Montabaur 17:50-Siegburg/Bonn 18:10-Köln Messe/Deutz Gl.11-12 18:26-Düsseldorf Hbf 18:46-Duisburg Hbf 19:00-Essen Hbf 19:14-Bochum Hbf 19:28-Dortmund Hbf 19:42,8000105.0,dep,Dortmund Hbf,7,17:10,20.06.19,Frankfurt%238000105,22,ICE
20368, ,,ICE776,Frankfurt(Main)Hbf 17:14-Göttingen 18:58-Hannover Hbf 19:59-Bremen Hbf 21:03-Oldenburg(Oldb) 21:34,8000105.0,dep,Oldenburg(Oldb),9,17:14,20.06.19,Frankfurt%238000105,0,ICE
20371, ,,ICE 1655,Frankfurt(Main)Hbf 17:16-Fulda 18:14-Bad Hersfeld 18:39-Eisenach 19:07-Gotha 19:21-Erfurt Hbf 19:38-Leipzig Hbf 20:24-Riesa 21:01-Dresden-Neustadt 21:31-Dresden Hbf 21:38,8000105.0,dep,Dresden Hbf,1,17:16,20.06.19,Frankfurt%238000105,0,ICE
20372, ,,ICE814,Frankfurt(Main)Hbf 17:16-Frankfurt(M) Flughafen Fernbf 17:29-Limburg Süd 17:48-Montabaur 17:59-Siegburg/Bonn 18:19-Köln Hbf 18:45,8000105.0,dep,Köln Hbf,19,17:16,20.06.19,Frankfurt%238000105,0,ICE
20375, ,,ICE296,Frankfurt(Main)Hbf 17:19-Fulda 18:13-Kassel-Wilhelmshöhe 18:46-Hildesheim Hbf 19:58-Braunschweig Hbf 20:27-Wolfsburg Hbf 20:46-Berlin-Spandau 21:42-Berlin Hbf 21:56-Berlin Ostbahnhof 22:06,8000105.0,dep,Berlin Ostbahnhof,-,17:19,20.06.19,Frankfurt%238000105,0,ICE
20395, Grund: Verzögerungen im Betriebsablauf,17:57,ICE 26,Frankfurt(Main)Hbf 17:42-Frankfurt(M) Flughafen Fernbf 17:55-Mainz Hbf 18:18-Koblenz Hbf 19:11-Bonn Hbf 19:44-Köln Hbf 20:05-Solingen Hbf 20:27-Wuppertal Hbf 20:41-Hagen Hbf 20:59-Dortmund Hbf 21:20,8000105.0,dep,Dortmund Hbf,6,17:42,20.06.19,Frankfurt%238000105,15,ICE
20401, ,17:54,ICE691,Frankfurt(Main)Hbf 17:50-Mannheim Hbf 18:27-Stuttgart Hbf 19:07-Ulm Hbf 20:10-Augsburg Hbf 20:53-München-Pasing 21:16-München Hbf 21:26,8000105.0,dep,München Hbf,9,17:50,20.06.19,Frankfurt%238000105,4,ICE
20407, Grund: Signalstörung,18:08,ICE725,Frankfurt(Main)Hbf 17:54-Aschaffenburg Hbf 18:22-Würzburg Hbf 19:01-Nürnberg Hbf 19:59-Ingolstadt Hbf 20:31-München Hbf 21:09,8000105.0,dep,München Hbf,7,17:54,20.06.19,Frankfurt%238000105,14,ICE
20410, Grund: Notarzteinsatz am Gleis,18:08,ICE 70,Frankfurt(Main)Hbf 17:58-Kassel-Wilhelmshöhe 19:19-Göttingen 19:39-Hannover Hbf 20:34-Hamburg-Harburg 21:42-Hamburg Hbf 21:54-Hamburg Dammtor 22:01-Hamburg-Altona 22:11,8000105.0,dep,Hamburg-Altona,8,17:58,20.06.19,Frankfurt%238000105,10,ICE
20456, Grund: Verzögerungen im Betriebsablauf,17:53,ICE 26,Wien Hbf 11:15-Wien Meidling 11:22-St.Pölten Hbf 11:46-Linz Hbf 12:36-Passau Hbf 13:34-Plattling 14:01-Regensburg Hbf 14:32-Nürnberg Hbf 15:30-Würzburg Hbf 16:24-Hanau Hbf 17:16-Frankfurt(Main)Hbf 17:36,8000105.0,arr,Wien Hbf,6,17:36,20.06.19,Frankfurt%238000105,17,ICE
20603, Grund: Signalstörung,18:02,ICE725,Essen Hbf 15:55-Duisburg Hbf 16:08-Düsseldorf Hbf 16:22-Köln Messe/Deutz Gl.11-12 16:44-Frankfurt(M) Flughafen Fernbf 17:36-Frankfurt(Main)Hbf 17:48,8000105.0,arr,Essen Hbf,7,17:48,20.06.19,Frankfurt%238000105,14,ICE
