,TAA,TA,TIN,TIR,TSI,TIM,TIRE,TIP,TIT,TID,TSC,TAc,Type
19994, ,,ICE943,Hannover Hbf 18:31-Wolfsburg Hbf 19:03-Berlin-Spandau 19:58-Berlin Hbf (tief) 20:10-Berlin Gesundbrunnen 20:22,8000152.0,dep,Berlin Gesundbrunnen,9,18:31,20.06.19,Hannover%238000152,0,ICE
20052, Ersatzfahrt für ICE  786@@Grund: Verspätete Bereitstellung des Zuges,18:57,ICE 2896,München Hbf 14:20-Nürnberg Hbf 15:34-Würzburg Hbf 16:30-Fulda 17:04-Kassel-Wilhelmshöhe 17:36-Göttingen 17:56-Hannover Hbf 18:56,8000152.0,arr,München Hbf,8,18:56,20.06.19,Hannover%238000152,1,ICE
20095, Ersatzfahrt für ICE  786@@Grund: Verspätete Bereitstellung des Zuges,19:00,ICE 2896,Hannover Hbf 18:59-Celle 19:18-Uelzen 19:40-Lüneburg 19:56-Hamburg-Harburg 20:16-Hamburg Hbf 20:28-Hamburg Dammtor 20:35-Hamburg-Altona 20:45,8000152.0,dep,Hamburg-Altona,8,18:59,20.06.19,Hannover%238000152,1,ICE
20122, Änderung im Fahrtverlauf!@@Grund: Verzögerungen im Betriebsablauf,19:32,ICE 72,Chur 10:39-Landquart 10:49-Sargans 10:58-Zürich HB 12:00-Basel SBB 13:06-Basel Bad Bf 13:15-Freiburg(Breisgau) Hbf 13:49-Offenburg14:18-Baden-Baden 14:34-Karlsruhe Hbf 14:51-Mannheim Hbf 15:16-Frankfurt(Main)Hbf 15:58-Kassel-Wilhelmshöhe 17:21-Göttingen 17:41-Hannover Hbf 18:34,8000152.0,arr,Chur,8,18:34,20.06.19,Hannover%238000152,58,ICE
20163, Grund: Verzögerungen im Betriebsablauf,19:36,ICE 72,Hannover Hbf 18:37-Hamburg-Harburg 19:42-Hamburg Hbf 19:54-Hamburg Dammtor 20:01-Hamburg-Altona 20:10,8000152.0,dep,Hamburg-Altona,8,18:37,20.06.19,Hannover%238000152,59,ICE
20586, Grund: Warten auf freie Einfahrt,19:04,ICE885,Hamburg-Altona 17:12-Hamburg Dammtor 17:21-Hamburg Hbf 17:28-Hamburg-Harburg 17:39-Lüneburg 17:59-Uelzen 18:18-Celle 18:40-Hannover Hbf 18:59,8000152.0,arr,Hamburg-Altona,4,18:59,20.06.19,Hannover%238000152,5,ICE
20614, Änderung im Fahrtverlauf!@@Grund: Verzögerungen im Betriebsablauf,19:30,ICE 72,Chur 10:39-Landquart 10:49-Sargans 10:58-Zürich HB 12:00-Basel SBB 13:06-Basel Bad Bf 13:15-Freiburg(Breisgau) Hbf 13:49-Offenburg14:18-Baden-Baden 14:34-Karlsruhe Hbf 14:51-Mannheim Hbf 15:16-Frankfurt(Main)Hbf 15:58-Kassel-Wilhelmshöhe 17:21-Göttingen 17:41-Hannover Hbf 18:34,8000152.0,arr,Chur,8,18:34,20.06.19,Hannover%238000152,56,ICE
20778, Grund: Verzögerungen im Betriebsablauf,19:34,ICE 72,Hannover Hbf 18:37-Hamburg-Harburg 19:42-Hamburg Hbf 19:54-Hamburg Dammtor 20:01-Hamburg-Altona 20:10,8000152.0,dep,Hamburg-Altona,8,18:37,20.06.19,Hannover%238000152,57,ICE
20913, Ersatzfahrt für ICE  786@@Grund: Verspätete Bereitstellung des Zuges,18:58,ICE 2896,München Hbf 14:20-Nürnberg Hbf 15:34-Würzburg Hbf 16:30-Fulda 17:04-Kassel-Wilhelmshöhe 17:36-Göttingen 17:56-Hannover Hbf 18:56,8000152.0,arr,München Hbf,8,18:56,20.06.19,Hannover%238000152,2,ICE
20956, Ersatzfahrt für ICE  786@@Grund: Verspätete Bereitstellung des Zuges,19:01,ICE 2896,Hannover Hbf 18:59-Celle 19:18-Uelzen 19:40-Lüneburg 19:56-Hamburg-Harburg 20:16-Hamburg Hbf 20:28-Hamburg Dammtor 20:35-Hamburg-Altona 20:45,8000152.0,dep,Hamburg-Altona,8,18:59,20.06.19,Hannover%238000152,2,ICE
21183, ,,ICE943,Hannover Hbf 18:31-Wolfsburg Hbf 19:03-Berlin-Spandau 19:58-Berlin Hbf (tief) 20:10-Berlin Gesundbrunnen (Halt entfällt) 20:22,8000152.0,dep,Berlin Gesundbrunnen,9,18:31,20.06.19,Hannover%238000152,0,ICE
21405, Ersatzfahrt für ICE  786,,ICE 2896,München Hbf 14:20-Nürnberg Hbf 15:34-Würzburg Hbf 16:30-Fulda 17:04-Kassel-Wilhelmshöhe 17:36-Göttingen 17:56-Hannover Hbf 18:56,8000152.0,arr,München Hbf,8,18:56,20.06.19,Hannover%238000152,0,ICE
21516, Änderung im Fahrtverlauf!@@Grund: Verzögerungen im Betriebsablauf,19:29,ICE 72,Chur 10:39-Landquart 10:49-Sargans 10:58-Zürich HB 12:00-Basel SBB 13:06-Basel Bad Bf 13:15-Freiburg(Breisgau) Hbf 13:49-Offenburg14:18-Baden-Baden 14:34-Karlsruhe Hbf 14:51-Mannheim Hbf 15:16-Frankfurt(Main)Hbf 15:58-Kassel-Wilhelmshöhe 17:21-Göttingen 17:41-Hannover Hbf 18:34,8000152.0,arr,Chur,8,18:34,20.06.19,Hannover%238000152,55,ICE
21618, ,,ICE 1723,Hannover Hbf 18:04-Göttingen 19:00-Kassel-Wilhelmshöhe 19:21-Fulda 19:54-Würzburg Hbf 20:31-Nürnberg Hbf 21:25-Ingolstadt Hbf 21:59-München Hbf 22:39Kassel-Wilhelmshöhe - Würzburg Hbf: Information. Kassel-Wilhelmshöhe - München Hbf: Information. Kassel-Wilhelmshöhe - München Hbf: Information. Weitere Informationen,8000152.0,dep,München Hbf,4,18:04,20.06.19,Hannover%238000152,0,ICE
21639, Grund: Verzögerungen im Betriebsablauf,19:33,ICE 72,Hannover Hbf 18:37-Hamburg-Harburg 19:42-Hamburg Hbf 19:54-Hamburg Dammtor 20:01-Hamburg-Altona 20:10,8000152.0,dep,Hamburg-Altona,8,18:37,20.06.19,Hannover%238000152,56,ICE
21653, Ersatzfahrt für ICE  786,,ICE 2896,Hannover Hbf 18:59-Celle 19:18-Uelzen 19:40-Lüneburg 19:56-Hamburg-Harburg 20:16-Hamburg Hbf 20:28-Hamburg Dammtor 20:35-Hamburg-Altona 20:45,8000152.0,dep,Hamburg-Altona,8,18:59,20.06.19,Hannover%238000152,0,ICE
21693, ,,ICE885,Hamburg-Altona 17:12-Hamburg Dammtor 17:21-Hamburg Hbf 17:28-Hamburg-Harburg 17:39-Lüneburg 17:59-Uelzen 18:18-Celle 18:40-Hannover Hbf 18:59,8000152.0,arr,Hamburg-Altona,4,18:59,20.06.19,Hannover%238000152,0,ICE
22763, Änderung im Fahrtverlauf!@@Grund: Verzögerungen im Betriebsablauf@@Gleiswechsel,19:31,ICE 72,Chur 10:39-Landquart 10:49-Sargans 10:58-Zürich HB 12:00-Basel SBB 13:06-Basel Bad Bf 13:15-Freiburg(Breisgau) Hbf 13:49-Offenburg14:18-Baden-Baden 14:34-Karlsruhe Hbf 14:51-Mannheim Hbf 15:16-Frankfurt(Main)Hbf 15:58-Kassel-Wilhelmshöhe 17:21-Göttingen 17:41-Hannover Hbf 18:34,8000152.0,arr,Chur,7,18:34,20.06.19,Hannover%238000152,57,ICE
22803, Grund: Verzögerungen im Betriebsablauf@@Gleiswechsel,19:35,ICE 72,Hannover Hbf 18:37-Hamburg-Harburg 19:42-Hamburg Hbf 19:54-Hamburg Dammtor 20:01-Hamburg-Altona 20:10,8000152.0,dep,Hamburg-Altona,7,18:37,20.06.19,Hannover%238000152,58,ICE
23003, Änderung im Fahrtverlauf!@@Grund: Verzögerungen im Betriebsablauf@@Gleiswechsel,19:30,ICE 72,Chur 10:39-Landquart 10:49-Sargans 10:58-Zürich HB 12:00-Basel SBB 13:06-Basel Bad Bf 13:15-Freiburg(Breisgau) Hbf 13:49-Offenburg14:18-Baden-Baden 14:34-Karlsruhe Hbf 14:51-Mannheim Hbf 15:16-Frankfurt(Main)Hbf 15:58-Kassel-Wilhelmshöhe 17:21-Göttingen 17:41-Hannover Hbf 18:34,8000152.0,arr,Chur,4,18:34,20.06.19,Hannover%238000152,56,ICE
23022, ,,ICE 1723,Hannover Hbf 18:04-Göttingen 19:00-Kassel-Wilhelmshöhe 19:21-Fulda 19:54-Würzburg Hbf 20:31-Nürnberg Hbf 21:25-Ingolstadt Hbf 21:59-München Hbf 22:39Fulda - Würzburg Hbf: Information. Fulda - München Hbf: Information. Fulda - München Hbf: Information. Weitere Informationen,8000152.0,dep,München Hbf,4,18:04,20.06.19,Hannover%238000152,0,ICE
23043, Grund: Verzögerungen im Betriebsablauf@@Gleiswechsel,19:34,ICE 72,Hannover Hbf 18:37-Hamburg-Harburg 19:42-Hamburg Hbf 19:54-Hamburg Dammtor 20:01-Hamburg-Altona 20:10,8000152.0,dep,Hamburg-Altona,4,18:37,20.06.19,Hannover%238000152,57,ICE
23163, Änderung im Fahrtverlauf!@@Grund: Verzögerungen im Betriebsablauf@@Gleiswechsel,19:29,ICE 72,Chur 10:39-Landquart 10:49-Sargans 10:58-Zürich HB 12:00-Basel SBB 13:06-Basel Bad Bf 13:15-Freiburg(Breisgau) Hbf 13:49-Offenburg14:18-Baden-Baden 14:34-Karlsruhe Hbf 14:51-Mannheim Hbf 15:16-Frankfurt(Main)Hbf 15:58-Kassel-Wilhelmshöhe 17:21-Göttingen 17:41-Hannover Hbf 18:34,8000152.0,arr,Chur,4,18:34,20.06.19,Hannover%238000152,55,ICE
23203, Grund: Verzögerungen im Betriebsablauf@@Gleiswechsel,19:33,ICE 72,Hannover Hbf 18:37-Hamburg-Harburg 19:42-Hamburg Hbf 19:54-Hamburg Dammtor 20:01-Hamburg-Altona 20:10,8000152.0,dep,Hamburg-Altona,4,18:37,20.06.19,Hannover%238000152,56,ICE
23274, Grund: Verzögerungen im Betriebsablauf,19:36,ICE273,Hamburg-Altona 17:46-Hamburg Dammtor 17:54-Hamburg Hbf 18:01-Hamburg-Harburg 18:12-Hannover Hbf 19:21,8000152.0,arr,Hamburg-Altona,4,19:21,20.06.19,Hannover%238000152,15,ICE
23279, ,19:28,ICE653,Köln Hbf 16:48-Wuppertal Hbf 17:16-Hamm(Westf) 18:02-Bielefeld Hbf 18:34-Hannover Hbf 19:28,8000152.0,arr,Köln Hbf,9,19:28,20.06.19,Hannover%238000152,0,ICE
23280, Grund: Verzögerungen im Betriebsablauf,19:33,ICE844,Berlin Gesundbrunnen 17:35-Berlin Hbf (tief) 17:49-Berlin-Spandau 18:00-Wolfsburg Hbf 18:53-Hannover Hbf 19:28,8000152.0,arr,Berlin Gesundbrunnen,12,19:28,20.06.19,Hannover%238000152,5,ICE
23285, Änderung im Fahrtverlauf!@@Ersatzfahrt für ICE  974@@Grund: Verspätung aus vorheriger Fahrt,20:19,ICE 2910,Stuttgart Hbf 15:24-Mannheim Hbf 16:05-Frankfurt(M) Flughafen Fernbf (Halt entfällt) 16:42-Frankfurt(Main)Hbf 16:58-Kassel-Wilhelmshöhe 18:21-Göttingen 18:41-Hannover Hbf 19:34,8000152.0,arr,Stuttgart Hbf,7,19:34,20.06.19,Hannover%238000152,45,ICE
23286, ,19:45,ICE 1677,Stralsund Hbf 15:27-Velgast 15:41-Ribnitz-Damgarten Ost 15:54-Rostock Hbf 16:25-Bützow 16:46-Schwerin Hbf 17:21-Hamburg-Bergedorf 18:07-Hannover Hbf 19:38,8000152.0,arr,Stralsund Hbf,4,19:38,20.06.19,Hannover%238000152,7,ICE
23294, ,19:54,ICE 1084,München Hbf 15:21-Ingolstadt Hbf 16:00-Nürnberg Hbf 16:33-Würzburg Hbf 17:28-Fulda 18:04-Kassel-Wilhelmshöhe 18:36-Göttingen 18:56-Hannover Hbf 19:54Hannover Hbf: Information. Weitere Informationen,8000152.0,arr,München Hbf,8,19:54,20.06.19,Hannover%238000152,0,ICE
23297, ,19:57,ICE685,Hamburg-Altona 18:11-Hamburg Dammtor 18:20-Hamburg Hbf 18:28-Hamburg-Harburg 18:40-Lüneburg 18:59-Uelzen 19:15-Celle 19:38-Hannover Hbf 19:57,8000152.0,arr,Hamburg-Altona,4,19:57,20.06.19,Hannover%238000152,0,ICE
23298, Gleiswechsel,19:59,ICE776,Frankfurt(Main)Hbf 17:14-Göttingen 19:01-Hannover Hbf 19:59,8000152.0,arr,Frankfurt(Main)Hbf,8,19:59,20.06.19,Hannover%238000152,0,ICE
23302, ,,ICE885,Hannover Hbf 19:02-Göttingen 20:00-Kassel-Wilhelmshöhe 20:21-Fulda 20:54-Würzburg Hbf 21:29-Nürnberg Hbf 22:24-Ingolstadt Hbf 22:58-München Hbf 23:40,8000152.0,dep,München Hbf,4,19:02,20.06.19,Hannover%238000152,0,ICE
23313, Grund: Verzögerungen im Betriebsablauf,19:40,ICE273,Hannover Hbf 19:24-Göttingen 20:16-Kassel-Wilhelmshöhe 20:37-Frankfurt(Main)Hbf 22:00-Mannheim Hbf 22:44-Karlsruhe Hbf 23:09,8000152.0,dep,Karlsruhe Hbf,4,19:24,20.06.19,Hannover%238000152,16,ICE
23316, ,19:33,ICE653,Hannover Hbf 19:31-Berlin-Spandau 20:54-Berlin Hbf (tief) 21:05-Berlin Gesundbrunnen 21:18,8000152.0,dep,Berlin Gesundbrunnen,9,19:31,20.06.19,Hannover%238000152,2,ICE
23317, Grund: Verzögerungen im Betriebsablauf,19:36,ICE844,Hannover Hbf 19:31-Bielefeld Hbf 20:24-Dortmund Hbf 21:10-Bochum Hbf 21:23-Essen Hbf 21:34-Duisburg Hbf 21:47-Düsseldorf Flughafen 21:57-Düsseldorf Hbf 22:06-Köln Hbf 22:31,8000152.0,dep,Köln Hbf,-,19:31,20.06.19,Hannover%238000152,5,ICE
23324, Ersatzfahrt für ICE  974@@Grund: Verspätung aus vorheriger Fahrt,20:23,ICE 2910,Hannover Hbf 19:37-Lüneburg 20:26-Hamburg Hbf 20:55-Hamburg Dammtor 21:04-Neumünster 21:51-Kiel Hbf 22:14,8000152.0,dep,Kiel Hbf,7,19:37,20.06.19,Hannover%238000152,46,ICE
23336, Fahrt fällt aus,,ICE 1084,Hannover Hbf 19:59-Celle 20:18-Uelzen 20:40-Lüneburg 20:57-Hamburg-Harburg 21:16-Hamburg Hbf 21:28-Hamburg Dammtor 21:36-Hamburg-Altona 21:45,8000152.0,dep,Hamburg-Altona,8,19:59,20.06.19,Hannover%238000152,0,ICE
23442, ,,ICE653,Köln Hbf 16:48-Wuppertal Hbf 17:16-Hamm(Westf) 18:02-Bielefeld Hbf 18:34-Hannover Hbf 19:28,8000152.0,arr,Köln Hbf,9,19:28,20.06.19,Hannover%238000152,0,ICE
23463, Änderung im Fahrtverlauf!@@Grund: Verzögerungen im Betriebsablauf@@Gleiswechsel,19:31,ICE 72,Chur 10:39-Landquart 10:49-Sargans 10:58-Zürich HB 12:00-Basel SBB 13:06-Basel Bad Bf 13:15-Freiburg(Breisgau) Hbf 13:49-Offenburg14:18-Baden-Baden 14:34-Karlsruhe Hbf 14:51-Mannheim Hbf 15:16-Frankfurt(Main)Hbf 15:58-Kassel-Wilhelmshöhe 17:21-Göttingen 17:41-Hannover Hbf 18:34,8000152.0,arr,Chur,4,18:34,20.06.19,Hannover%238000152,57,ICE
23490, Änderung im Fahrtverlauf!@@Ersatzfahrt für ICE  974@@Grund: Verspätung aus vorheriger Fahrt,20:17,ICE 2910,Stuttgart Hbf 15:24-Mannheim Hbf 16:05-Frankfurt(M) Flughafen Fernbf (Halt entfällt) 16:42-Frankfurt(Main)Hbf 16:58-Kassel-Wilhelmshöhe 18:21-Göttingen 18:41-Hannover Hbf 19:34,8000152.0,arr,Stuttgart Hbf,7,19:34,20.06.19,Hannover%238000152,43,ICE
23505, Grund: Verzögerungen im Betriebsablauf@@Gleiswechsel,19:35,ICE 72,Hannover Hbf 18:37-Hamburg-Harburg 19:42-Hamburg Hbf 19:54-Hamburg Dammtor 20:01-Hamburg-Altona 20:10,8000152.0,dep,Hamburg-Altona,4,18:37,20.06.19,Hannover%238000152,58,ICE
23529, Ersatzfahrt für ICE  974@@Grund: Verspätung aus vorheriger Fahrt,20:21,ICE 2910,Hannover Hbf 19:37-Lüneburg 20:26-Hamburg Hbf 20:55-Hamburg Dammtor 21:04-Neumünster 21:51-Kiel Hbf 22:14,8000152.0,dep,Kiel Hbf,7,19:37,20.06.19,Hannover%238000152,44,ICE
23621, ,,ICE 72,Chur 10:39-Landquart 10:49-Sargans 10:58-Zürich HB 12:00-Basel SBB 13:06-Basel Bad Bf 13:15-Freiburg(Breisgau) Hbf 13:49-Offenburg14:18-Baden-Baden 14:34-Karlsruhe Hbf 14:51-Mannheim Hbf 15:16-Frankfurt(Main)Hbf 15:58-Kassel-Wilhelmshöhe 17:21-Göttingen 17:41-Hannover Hbf 18:34,8000152.0,arr,Chur,8,18:34,20.06.19,Hannover%238000152,0,ICE
23727, ,,ICE844,Berlin Gesundbrunnen 17:35-Berlin Hbf (tief) 17:49-Berlin-Spandau 18:00-Wolfsburg Hbf 18:53-Hannover Hbf 19:28,8000152.0,arr,Berlin Gesundbrunnen,12,19:28,20.06.19,Hannover%238000152,0,ICE
23732, Änderung im Fahrtverlauf!@@Ersatzfahrt für ICE  974@@Grund: Verspätung aus vorheriger Fahrt,20:18,ICE 2910,Stuttgart Hbf 15:24-Mannheim Hbf 16:05-Frankfurt(M) Flughafen Fernbf (Halt entfällt) 16:42-Frankfurt(Main)Hbf 16:58-Kassel-Wilhelmshöhe 18:21-Göttingen 18:41-Hannover Hbf 19:34,8000152.0,arr,Stuttgart Hbf,7,19:34,20.06.19,Hannover%238000152,44,ICE
23847, ,,ICE273,Hamburg-Altona 17:46-Hamburg Dammtor 17:54-Hamburg Hbf 18:01-Hamburg-Harburg 18:12-Hannover Hbf 19:21,8000152.0,arr,Hamburg-Altona,4,19:21,20.06.19,Hannover%238000152,0,ICE
23915, ,,ICE 72,Hannover Hbf 18:37-Hamburg-Harburg 19:42-Hamburg Hbf 19:54-Hamburg Dammtor 20:01-Hamburg-Altona 20:10,8000152.0,dep,Hamburg-Altona,8,18:37,20.06.19,Hannover%238000152,0,ICE
23931, ,,ICE653,Hannover Hbf 19:31-Berlin-Spandau 20:54-Berlin Hbf (tief) 21:05-Berlin Gesundbrunnen 21:18,8000152.0,dep,Berlin Gesundbrunnen,9,19:31,20.06.19,Hannover%238000152,0,ICE
23932, ,,ICE844,Hannover Hbf 19:31-Bielefeld Hbf 20:24-Dortmund Hbf 21:10-Bochum Hbf 21:23-Essen Hbf 21:34-Duisburg Hbf 21:47-Düsseldorf Flughafen 21:57-Düsseldorf Hbf 22:06-Köln Hbf 22:31,8000152.0,dep,Köln Hbf,-,19:31,20.06.19,Hannover%238000152,0,ICE
24143, ,19:44,ICE 1677,Stralsund Hbf 15:27-Velgast 15:41-Ribnitz-Damgarten Ost 15:54-Rostock Hbf 16:25-Bützow 16:46-Schwerin Hbf 17:21-Hamburg-Bergedorf 18:07-Hannover Hbf 19:38,8000152.0,arr,Stralsund Hbf,4,19:38,20.06.19,Hannover%238000152,6,ICE
24212, ,,ICE273,Hannover Hbf 19:24-Göttingen 20:16-Kassel-Wilhelmshöhe 20:37-Frankfurt(Main)Hbf 22:00-Mannheim Hbf 22:44-Karlsruhe Hbf 23:09,8000152.0,dep,Karlsruhe Hbf,4,19:24,20.06.19,Hannover%238000152,0,ICE
24223, Ersatzfahrt für ICE  974@@Grund: Verspätung aus vorheriger Fahrt,20:22,ICE 2910,Hannover Hbf 19:37-Lüneburg 20:26-Hamburg Hbf 20:55-Hamburg Dammtor 21:04-Neumünster 21:51-Kiel Hbf 22:14,8000152.0,dep,Kiel Hbf,7,19:37,20.06.19,Hannover%238000152,45,ICE
24264, ,,ICE 1677,Stralsund Hbf 15:27-Velgast 15:41-Ribnitz-Damgarten Ost 15:54-Rostock Hbf 16:25-Bützow 16:46-Schwerin Hbf 17:21-Hamburg-Bergedorf 18:07-Hannover Hbf 19:38,8000152.0,arr,Stralsund Hbf,4,19:38,20.06.19,Hannover%238000152,0,ICE
24444, Gleiswechsel,19:59,ICE776,Frankfurt(Main)Hbf 17:14-Göttingen 19:01-Hannover Hbf 19:59,8000152.0,arr,Frankfurt(Main)Hbf,7,19:59,20.06.19,Hannover%238000152,0,ICE
24482, Gleiswechsel,19:54,ICE 1084,München Hbf 15:21-Ingolstadt Hbf 16:00-Nürnberg Hbf 16:33-Würzburg Hbf 17:28-Fulda 18:04-Kassel-Wilhelmshöhe 18:36-Göttingen 18:56-Hannover Hbf 19:54Hannover Hbf: Information. Weitere Informationen,8000152.0,arr,München Hbf,7,19:54,20.06.19,Hannover%238000152,0,ICE
24692, Grund: Technische Störung an einem anderen Zug@@Gleiswechsel,20:00,ICE 1084,München Hbf 15:21-Ingolstadt Hbf 16:00-Nürnberg Hbf 16:33-Würzburg Hbf 17:28-Fulda 18:04-Kassel-Wilhelmshöhe 18:36-Göttingen 18:56-Hannover Hbf 19:54Hannover Hbf: Information. Weitere Informationen,8000152.0,arr,München Hbf,7,19:54,20.06.19,Hannover%238000152,6,ICE
24779, ,,ICE685,Hamburg-Altona 18:11-Hamburg Dammtor 18:20-Hamburg Hbf 18:28-Hamburg-Harburg 18:40-Lüneburg 18:59-Uelzen 19:15-Celle 19:38-Hannover Hbf 19:57,8000152.0,arr,Hamburg-Altona,4,19:57,20.06.19,Hannover%238000152,0,ICE
24780, Gleiswechsel,20:02,ICE776,Frankfurt(Main)Hbf 17:14-Göttingen 19:01-Hannover Hbf 19:59,8000152.0,arr,Frankfurt(Main)Hbf,8,19:59,20.06.19,Hannover%238000152,3,ICE
24822, Gleiswechsel,20:03,ICE776,Frankfurt(Main)Hbf 17:14-Göttingen 19:01-Hannover Hbf 19:59,8000152.0,arr,Frankfurt(Main)Hbf,8,19:59,20.06.19,Hannover%238000152,4,ICE
24848, Änderung im Fahrtverlauf!@@Ersatzfahrt für ICE  974@@Grund: Verspätung aus vorheriger Fahrt,20:22,ICE 2910,Hannover Hbf 19:37-Lüneburg 20:26-Hamburg-Harburg20:45-Hamburg Hbf 20:55-Hamburg Dammtor 21:04-Neumünster 21:51-Kiel Hbf 22:14,8000152.0,dep,Kiel Hbf,7,19:37,20.06.19,Hannover%238000152,45,ICE
24939, ,,ICE 1084,München Hbf 15:21-Ingolstadt Hbf 16:00-Nürnberg Hbf 16:33-Würzburg Hbf 17:28-Fulda 18:04-Kassel-Wilhelmshöhe 18:36-Göttingen 18:56-Hannover Hbf 19:54,8000152.0,arr,München Hbf,8,19:54,20.06.19,Hannover%238000152,0,ICE
24943, Gleiswechsel,20:04,ICE776,Frankfurt(Main)Hbf 17:14-Göttingen 19:01-Hannover Hbf 19:59,8000152.0,arr,Frankfurt(Main)Hbf,8,19:59,20.06.19,Hannover%238000152,5,ICE
25011, Änderung im Fahrtverlauf!@@Ersatzfahrt für ICE  974@@Grund: Verspätung aus vorheriger Fahrt,20:21,ICE 2910,Hannover Hbf 19:37-Lüneburg 20:26-Hamburg-Harburg20:45-Hamburg Hbf 20:55-Hamburg Dammtor 21:04-Neumünster 21:51-Kiel Hbf 22:14,8000152.0,dep,Kiel Hbf,7,19:37,20.06.19,Hannover%238000152,44,ICE
25023, ,,ICE 1084,Hannover Hbf (Halt entfällt) 19:59-Celle (Halt entfällt) 20:18-Uelzen (Halt entfällt) 20:40-Lüneburg (Halt entfällt) 20:57-Hamburg-Harburg (Halt entfällt) 21:16-Hamburg Hbf (Halt entfällt) 21:28-Hamburg Dammtor (Halt entfällt) 21:36-Hamburg-Altona (Halt entfällt) 21:45,8000152.0,dep,Hamburg-Altona,8,19:59,20.06.19,Hannover%238000152,0,ICE
25051, Änderung im Fahrtverlauf!@@Ersatzfahrt für ICE  974@@Grund: Zusätzlicher Halt zum Ein- /Ausstieg für Reisende,20:17,ICE 2910,Stuttgart Hbf 15:24-Mannheim Hbf 16:05-Frankfurt(M) Flughafen Fernbf (Halt entfällt) 16:42-Frankfurt(Main)Hbf 16:58-Kassel-Wilhelmshöhe 18:21-Göttingen 18:41-Hannover Hbf 19:34,8000152.0,arr,Stuttgart Hbf,7,19:34,20.06.19,Hannover%238000152,43,ICE
25064, Gleiswechsel,20:05,ICE776,Frankfurt(Main)Hbf 17:14-Göttingen 19:01-Hannover Hbf 19:59,8000152.0,arr,Frankfurt(Main)Hbf,8,19:59,20.06.19,Hannover%238000152,6,ICE
25190, ,,ICE776,Frankfurt(Main)Hbf 17:14-Göttingen 19:01-Hannover Hbf 19:59,8000152.0,arr,Frankfurt(Main)Hbf,10,19:59,20.06.19,Hannover%238000152,0,ICE
25303, Änderung im Fahrtverlauf!@@Ersatzfahrt für ICE  974@@Grund: Zusätzlicher Halt zum Ein- /Ausstieg für Reisende,20:16,ICE 2910,Stuttgart Hbf 15:24-Mannheim Hbf 16:05-Frankfurt(M) Flughafen Fernbf (Halt entfällt) 16:42-Frankfurt(Main)Hbf 16:58-Kassel-Wilhelmshöhe 18:21-Göttingen 18:41-Hannover Hbf 19:34,8000152.0,arr,Stuttgart Hbf,7,19:34,20.06.19,Hannover%238000152,42,ICE
25513, Änderung im Fahrtverlauf!@@Ersatzfahrt für ICE  974@@Grund: Zusätzlicher Halt zum Ein- /Ausstieg für Reisende,20:20,ICE 2910,Stuttgart Hbf 15:24-Mannheim Hbf 16:05-Frankfurt(M) Flughafen Fernbf (Halt entfällt) 16:42-Frankfurt(Main)Hbf 16:58-Kassel-Wilhelmshöhe 18:21-Göttingen 18:41-Hannover Hbf 19:34,8000152.0,arr,Stuttgart Hbf,7,19:34,20.06.19,Hannover%238000152,46,ICE
25555, Änderung im Fahrtverlauf!@@Ersatzfahrt für ICE  974@@Grund: Zusätzlicher Halt zum Ein- /Ausstieg für Reisende,20:21,ICE 2910,Stuttgart Hbf 15:24-Mannheim Hbf 16:05-Frankfurt(M) Flughafen Fernbf (Halt entfällt) 16:42-Frankfurt(Main)Hbf 16:58-Kassel-Wilhelmshöhe 18:21-Göttingen 18:41-Hannover Hbf 19:34,8000152.0,arr,Stuttgart Hbf,7,19:34,20.06.19,Hannover%238000152,47,ICE
25681, Ersatzfahrt für ICE  974,,ICE 2910,Stuttgart Hbf 15:24-Mannheim Hbf 16:05-Frankfurt(M) Flughafen Fernbf (Halt entfällt) 16:42-Frankfurt(Main)Hbf 16:58-Kassel-Wilhelmshöhe 18:21-Göttingen 18:41-Hannover Hbf 19:34,8000152.0,arr,Stuttgart Hbf,7,19:34,20.06.19,Hannover%238000152,0,ICE
25762, Änderung im Fahrtverlauf!@@Ersatzfahrt für ICE  974@@Grund: Zusätzlicher Halt zum Ein- /Ausstieg für Reisende,20:24,ICE 2910,Hannover Hbf 19:37-Lüneburg 20:26-Hamburg-Harburg20:45-Hamburg Hbf 20:55-Hamburg Dammtor 21:04-Neumünster 21:51-Kiel Hbf 22:14,8000152.0,dep,Kiel Hbf,7,19:37,20.06.19,Hannover%238000152,47,ICE
25841, Ersatzfahrt für ICE  974,,ICE 2910,Hannover Hbf 19:37-Lüneburg 20:26-Hamburg-Harburg20:45-Hamburg Hbf 20:55-Hamburg Dammtor 21:04-Neumünster 21:51-Kiel Hbf 22:14,8000152.0,dep,Kiel Hbf,7,19:37,20.06.19,Hannover%238000152,0,ICE
26030, ,20:28,ICE552,Berlin Gesundbrunnen 18:35-Berlin Hbf (tief) 18:50-Berlin-Spandau 19:02-Hannover Hbf 20:28,8000152.0,arr,Berlin Gesundbrunnen,12,20:28,20.06.19,Hannover%238000152,0,ICE
