,TAA,TA,TIN,TIR,TSI,TIM,TIRE,TIP,TIT,TID,TSC,TAc,Type
2397, ,12:36,ICE 1651,Wiesbaden Hbf 12:26-Mainz Hbf 12:36,8000240,arr,Wiesbaden Hbf,4a/b,12:36,20.06.19,Mainz%238000240,0,ICE
2420, ,12:43,ICE 1651,Mainz Hbf 12:43-Frankfurt(M) Flughafen Fernbf 13:00-Frankfurt(Main)Hbf 13:13-Fulda 14:12-Bad Hersfeld 14:39-Eisenach 15:07-Gotha 15:21-Erfurt Hbf 15:38-Leipzig Hbf 16:24-Riesa 17:01-Dresden-Neustadt 17:33-Dresden Hbf 17:39,8000240,dep,Dresden Hbf,4a/b,12:43,20.06.19,Mainz%238000240,0,ICE
4193, ,13:15,ICE 1652,Dresden Hbf 08:10-Dresden-Neustadt 08:16-Riesa 08:48-Leipzig Hbf 09:33-Erfurt Hbf 10:17-Gotha 10:33-Eisenach 10:48-Bad Hersfeld 11:16-Fulda 11:43-Frankfurt(Main)Hbf 12:42-Frankfurt(M) Flughafen Fernbf 12:58-Mainz Hbf 13:15,8000240,arr,Dresden Hbf,2a/b,13:15,20.06.19,Mainz%238000240,0,ICE
4218, ,13:22,ICE 1652,Mainz Hbf 13:22-Wiesbaden Hbf 13:33,8000240,dep,Wiesbaden Hbf,2a/b,13:22,20.06.19,Mainz%238000240,0,ICE
4238, ,,ICE 1652,Dresden Hbf 08:10-Dresden-Neustadt 08:16-Riesa 08:48-Leipzig Hbf 09:33-Erfurt Hbf 10:17-Gotha 10:33-Eisenach 10:48-Bad Hersfeld 11:16-Fulda 11:43-Frankfurt(Main)Hbf 12:42-Frankfurt(M) Flughafen Fernbf 12:58-Mainz Hbf 13:15,8000240,arr,Dresden Hbf,2a/b,13:15,20.06.19,Mainz%238000240,0,ICE
4533, ,,ICE 1652,Mainz Hbf 13:22-Wiesbaden Hbf 13:33,8000240,dep,Wiesbaden Hbf,2a/b,13:22,20.06.19,Mainz%238000240,0,ICE
6630, ,,ICE 1653,Wiesbaden Hbf 14:26-Mainz Hbf 14:36,8000240,arr,Wiesbaden Hbf,4a/b,14:36,20.06.19,Mainz%238000240,0,ICE
6656, ,,ICE 1653,Mainz Hbf 14:43-Frankfurt(M) Flughafen Fernbf 15:00-Frankfurt(Main)Hbf 15:15-Fulda 16:12-Bad Hersfeld 16:39-Eisenach 17:07-Gotha 17:21-Erfurt Hbf 17:38-Leipzig Hbf 18:24-Riesa 19:01-Dresden-Neustadt 19:33-Dresden Hbf 19:39,8000240,dep,Dresden Hbf,4a/b,14:43,20.06.19,Mainz%238000240,0,ICE
7102, ,14:36,ICE 1653,Wiesbaden Hbf 14:26-Mainz Hbf 14:36,8000240,arr,Wiesbaden Hbf,4a/b,14:36,20.06.19,Mainz%238000240,0,ICE
7128, ,14:43,ICE 1653,Mainz Hbf 14:43-Frankfurt(M) Flughafen Fernbf 15:00-Frankfurt(Main)Hbf 15:15-Fulda 16:12-Bad Hersfeld 16:39-Eisenach 17:07-Gotha 17:21-Erfurt Hbf 17:38-Leipzig Hbf 18:24-Riesa 19:01-Dresden-Neustadt 19:33-Dresden Hbf 19:39,8000240,dep,Dresden Hbf,4a/b,14:43,20.06.19,Mainz%238000240,0,ICE
9165, ,,ICE 1650,Dresden Hbf 10:10-Dresden-Neustadt 10:16-Riesa 10:48-Leipzig Hbf 11:33-Erfurt Hbf 12:17-Gotha 12:33-Eisenach 12:48-Bad Hersfeld 13:16-Fulda 13:43-Frankfurt(Main)Hbf 14:42-Frankfurt(M) Flughafen Fernbf 14:58-Mainz Hbf 15:15,8000240,arr,Dresden Hbf,2a/b,15:15,20.06.19,Mainz%238000240,0,ICE
9172, ,15:39,ICE925,Hamburg-Altona 09:30-Hamburg Dammtor 09:38-Hamburg Hbf 09:46-Hamburg-Harburg 09:57-Bremen Hbf 10:44-Osnabrück Hbf 11:37-Münster(Westf)Hbf 12:02-Hamm(Westf) 12:22-Hagen Hbf 12:57-Wuppertal Hbf 13:14-Solingen Hbf 13:28-Köln Hbf 13:53-Bonn Hbf 14:14-Koblenz Hbf 14:48-Mainz Hbf 15:39,8000240,arr,Hamburg-Altona,4a/b,15:39,20.06.19,Mainz%238000240,0,ICE
9188, ,15:22,ICE 1650,Mainz Hbf 15:22-Wiesbaden Hbf 15:33,8000240,dep,Wiesbaden Hbf,2a/b,15:22,20.06.19,Mainz%238000240,0,ICE
9194, ,15:42,ICE925,Mainz Hbf 15:42-Frankfurt(M) Flughafen Fernbf 15:59-Frankfurt(Main)Hbf 16:13,8000240,dep,Frankfurt(Main)Hbf,4a/b,15:42,20.06.19,Mainz%238000240,0,ICE
9393, ,,ICE 1650,Mainz Hbf 15:22-Wiesbaden Hbf 15:33,8000240,dep,Wiesbaden Hbf,2a/b,15:22,20.06.19,Mainz%238000240,0,ICE
