,TAA,TA,TIN,TIR,TSI,TIM,TIRE,TIP,TIT,TID,TSC,TAc,Type
19119, ,,ICE 1212,Stuttgart Hbf 17:51-Mannheim Hbf 18:28-Frankfurt(M) Flughafen Fernbf 19:06-Siegburg/Bonn 19:50-Köln Messe/Deutz Gl.11-12 20:11-Düsseldorf Hbf 20:31-Duisburg Hbf 20:45-Essen Hbf 20:57-Bochum Hbf 21:08-Dortmund Hbf 21:21-Münster(Westf)Hbf 21:57-Osnabrück Hbf 22:23-Bremen Hbf 23:17-Hamburg-Harburg 00:03-Hamburg Hbf 00:15-Hamburg Dammtor 00:24-Hamburg-Altona 00:33,8098096.0,dep,Hamburg-Altona,10Stuttgart Hbf,17:51,20.06.19,Stuttgart%238098096,0,ICE
19764, ,,ICE611,Dortmund Hbf 14:35-Bochum Hbf 14:48-Essen Hbf 15:00-Duisburg Hbf 15:13-Düsseldorf Hbf 15:27-Köln Hbf 15:55-Frankfurt(M) Flughafen Fernbf 16:52-Mannheim Hbf 17:31-Stuttgart Hbf 18:08,8098096.0,arr,Dortmund Hbf,16Stuttgart Hbf,18:08,20.06.19,Stuttgart%238098096,0,ICE
19779, Grund: Verspätung eines vorausfahrenden Zuges,18:59,ICE579,Hamburg-Altona 12:46-Hamburg Dammtor 12:54-Hamburg Hbf 13:01-Hamburg-Harburg 13:12-Hannover Hbf 14:24-Göttingen 15:18-Kassel-Wilhelmshöhe 15:39-Frankfurt(Main)Hbf 17:06-Frankfurt(M) Flughafen Fernbf 17:23-Mannheim Hbf 17:56-Stuttgart Hbf 18:35,8098096.0,arr,Hamburg-Altona,6Stuttgart Hbf,18:35,20.06.19,Stuttgart%238098096,24,ICE
19788, ,18:45,ICE592,München Hbf 16:28-München-Pasing 16:37-Augsburg Hbf 17:03-Ulm Hbf 17:49-Stuttgart Hbf 18:45,8098096.0,arr,München Hbf,10Stuttgart Hbf,18:45,20.06.19,Stuttgart%238098096,0,ICE
20014, Grund: Verspätung eines vorausfahrenden Zuges,18:58,ICE579,Hamburg-Altona 12:46-Hamburg Dammtor 12:54-Hamburg Hbf 13:01-Hamburg-Harburg 13:12-Hannover Hbf 14:24-Göttingen 15:18-Kassel-Wilhelmshöhe 15:39-Frankfurt(Main)Hbf 17:06-Frankfurt(M) Flughafen Fernbf 17:23-Mannheim Hbf 17:56-Stuttgart Hbf 18:35,8098096.0,arr,Hamburg-Altona,6Stuttgart Hbf,18:35,20.06.19,Stuttgart%238098096,23,ICE
20049, ,,ICE611,Stuttgart Hbf 18:14-Ulm Hbf 19:10-Augsburg Hbf 19:53-München-Pasing 20:19-München Hbf 20:28,8098096.0,dep,München Hbf,16Stuttgart Hbf,18:14,20.06.19,Stuttgart%238098096,0,ICE
20069, ,,ICE912,Stuttgart Hbf 18:37-Mannheim Hbf 19:19-Frankfurt(M) Flughafen Fernbf 19:53-Köln Messe/Deutz Gl.11-12 20:42-Düsseldorf Hbf 21:10-Duisburg Hbf 21:27-Essen Hbf 21:40-Bochum Hbf 21:50-Dortmund Hbf 22:03,8098096.0,dep,Dortmund Hbf,10Stuttgart Hbf,18:37,20.06.19,Stuttgart%238098096,0,ICE
20078, ,18:51,ICE592,Stuttgart Hbf 18:51-Mannheim Hbf 19:29-Frankfurt(Main)Hbf 20:08-Fulda 21:07-Bad Hersfeld 21:34-Eisenach 22:03-Gotha 22:19-Erfurt Hbf 22:36,8098096.0,dep,Erfurt Hbf,10Stuttgart Hbf,18:51,20.06.19,Stuttgart%238098096,0,ICE
20311, Grund: Verspätung eines vorausfahrenden Zuges,18:57,ICE579,Hamburg-Altona 12:46-Hamburg Dammtor 12:54-Hamburg Hbf 13:01-Hamburg-Harburg 13:12-Hannover Hbf 14:24-Göttingen 15:18-Kassel-Wilhelmshöhe 15:39-Frankfurt(Main)Hbf 17:06-Frankfurt(M) Flughafen Fernbf 17:23-Mannheim Hbf 17:56-Stuttgart Hbf 18:35,8098096.0,arr,Hamburg-Altona,6Stuttgart Hbf,18:35,20.06.19,Stuttgart%238098096,22,ICE
20405, Grund: Verspätung eines vorausfahrenden Zuges,18:56,ICE579,Hamburg-Altona 12:46-Hamburg Dammtor 12:54-Hamburg Hbf 13:01-Hamburg-Harburg 13:12-Hannover Hbf 14:24-Göttingen 15:18-Kassel-Wilhelmshöhe 15:39-Frankfurt(Main)Hbf 17:06-Frankfurt(M) Flughafen Fernbf 17:23-Mannheim Hbf 17:56-Stuttgart Hbf 18:35,8098096.0,arr,Hamburg-Altona,6Stuttgart Hbf,18:35,20.06.19,Stuttgart%238098096,21,ICE
20644, Grund: Verspätung eines vorausfahrenden Zuges,18:55,ICE579,Hamburg-Altona 12:46-Hamburg Dammtor 12:54-Hamburg Hbf 13:01-Hamburg-Harburg 13:12-Hannover Hbf 14:24-Göttingen 15:18-Kassel-Wilhelmshöhe 15:39-Frankfurt(Main)Hbf 17:06-Frankfurt(M) Flughafen Fernbf 17:23-Mannheim Hbf 17:56-Stuttgart Hbf 18:35,8098096.0,arr,Hamburg-Altona,6Stuttgart Hbf,18:35,20.06.19,Stuttgart%238098096,20,ICE
20977, Grund: Verspätung eines vorausfahrenden Zuges,18:54,ICE579,Hamburg-Altona 12:46-Hamburg Dammtor 12:54-Hamburg Hbf 13:01-Hamburg-Harburg 13:12-Hannover Hbf 14:24-Göttingen 15:18-Kassel-Wilhelmshöhe 15:39-Frankfurt(Main)Hbf 17:06-Frankfurt(M) Flughafen Fernbf 17:23-Mannheim Hbf 17:56-Stuttgart Hbf 18:35,8098096.0,arr,Hamburg-Altona,6Stuttgart Hbf,18:35,20.06.19,Stuttgart%238098096,19,ICE
20986, ,,ICE592,München Hbf 16:28-München-Pasing 16:37-Augsburg Hbf 17:03-Ulm Hbf 17:49-Stuttgart Hbf 18:45,8098096.0,arr,München Hbf,10Stuttgart Hbf,18:45,20.06.19,Stuttgart%238098096,0,ICE
21216, Grund: Verspätung eines vorausfahrenden Zuges,18:53,ICE579,Hamburg-Altona 12:46-Hamburg Dammtor 12:54-Hamburg Hbf 13:01-Hamburg-Harburg 13:12-Hannover Hbf 14:24-Göttingen 15:18-Kassel-Wilhelmshöhe 15:39-Frankfurt(Main)Hbf 17:06-Frankfurt(M) Flughafen Fernbf 17:23-Mannheim Hbf 17:56-Stuttgart Hbf 18:35,8098096.0,arr,Hamburg-Altona,6Stuttgart Hbf,18:35,20.06.19,Stuttgart%238098096,18,ICE
21377, ,,ICE592,Stuttgart Hbf 18:51-Mannheim Hbf 19:29-Frankfurt(Main)Hbf 20:08-Fulda 21:07-Bad Hersfeld 21:34-Eisenach 22:03-Gotha 22:19-Erfurt Hbf 22:36,8098096.0,dep,Erfurt Hbf,10Stuttgart Hbf,18:51,20.06.19,Stuttgart%238098096,0,ICE
21510, ,,ICE579,Hamburg-Altona 12:46-Hamburg Dammtor 12:54-Hamburg Hbf 13:01-Hamburg-Harburg 13:12-Hannover Hbf 14:24-Göttingen 15:18-Kassel-Wilhelmshöhe 15:39-Frankfurt(Main)Hbf 17:06-Frankfurt(M) Flughafen Fernbf 17:23-Mannheim Hbf 17:56-Stuttgart Hbf 18:35,8098096.0,arr,Hamburg-Altona,6Stuttgart Hbf,18:35,20.06.19,Stuttgart%238098096,0,ICE
22786, ,,ICE599,Stuttgart Hbf 17:14-Ulm Hbf 18:10-Günzburg18:25-Augsburg Hbf 18:53-München-Pasing 19:18-München Hbf 19:27,8098096.0,dep,München Hbf,16Stuttgart Hbf,17:14,20.06.19,Stuttgart%238098096,0,ICE
23672, ,,ICE691,Berlin Gesundbrunnen 13:20-Berlin Hbf (tief) 13:28-Berlin Südkreuz 13:35-Lutherstadt Wittenberg Hbf 14:11-Leipzig Hbf 14:48-Erfurt Hbf 15:30-Eisenach 15:56-Fulda 16:50-Frankfurt(Main)Hbf 17:50-Mannheim Hbf 18:30-Stuttgart Hbf 19:07,8098096.0,arr,Berlin Gesundbrunnen,15Stuttgart Hbf,19:07,20.06.19,Stuttgart%238098096,0,ICE
23683, Gleiswechsel,19:24,ICE917,Dortmund Hbf 15:51-Bochum Hbf 16:04-Essen Hbf 16:15-Duisburg Hbf 16:30-Düsseldorf Hbf 16:45-Köln Messe/Deutz Gl.11-12 17:13-Siegburg/Bonn 17:26-Frankfurt(M) Flughafen Fernbf 18:09-Mannheim Hbf 18:41-Stuttgart Hbf 19:24,8098096.0,arr,Dortmund Hbf,16Stuttgart Hbf,19:24,20.06.19,Stuttgart%238098096,0,ICE
23700, ,19:45,ICE512,München Hbf 17:28-München-Pasing 17:36-Augsburg Hbf 18:02-Ulm Hbf 18:49-Stuttgart Hbf 19:45,8098096.0,arr,München Hbf,10Stuttgart Hbf,19:45,20.06.19,Stuttgart%238098096,0,ICE
23734, ,,ICE917,Dortmund Hbf 15:51-Bochum Hbf 16:04-Essen Hbf 16:15-Duisburg Hbf 16:30-Düsseldorf Hbf 16:45-Köln Messe/Deutz Gl.11-12 17:13-Siegburg/Bonn 17:26-Frankfurt(M) Flughafen Fernbf 18:09-Mannheim Hbf 18:41-Stuttgart Hbf 19:24,8098096.0,arr,Dortmund Hbf,13Stuttgart Hbf,19:24,20.06.19,Stuttgart%238098096,0,ICE
24031, ,,ICE691,Stuttgart Hbf 19:13-Ulm Hbf 20:10-Augsburg Hbf 20:53-München-Pasing 21:16-München Hbf 21:26,8098096.0,dep,München Hbf,15Stuttgart Hbf,19:13,20.06.19,Stuttgart%238098096,0,ICE
24056, ,19:51,ICE512,Stuttgart Hbf 19:51-Mannheim Hbf 20:28-Frankfurt(M) Flughafen Fernbf 21:06-Siegburg/Bonn 21:46-Köln Hbf 22:05-Düsseldorf Hbf 22:31-Duisburg Hbf 22:45-Essen Hbf 22:59-Gelsenkirchen Hbf 23:15-Recklinghausen Hbf 23:26-Münster(Westf)Hbf 23:58,8098096.0,dep,Münster(Westf)Hbf,10Stuttgart Hbf,19:51,20.06.19,Stuttgart%238098096,0,ICE
24849, ,,ICE512,München Hbf 17:28-München-Pasing 17:36-Augsburg Hbf 18:02-Ulm Hbf 18:49-Stuttgart Hbf 19:45,8098096.0,arr,München Hbf,10Stuttgart Hbf,19:45,20.06.19,Stuttgart%238098096,0,ICE
25460, ,,ICE512,Stuttgart Hbf 19:51-Mannheim Hbf 20:28-Frankfurt(M) Flughafen Fernbf 21:06-Siegburg/Bonn 21:46-Köln Hbf 22:05-Düsseldorf Hbf 22:31-Duisburg Hbf 22:45-Essen Hbf 22:59-Gelsenkirchen Hbf 23:15-Recklinghausen Hbf 23:26-Münster(Westf)Hbf 23:58,8098096.0,dep,Münster(Westf)Hbf,10Stuttgart Hbf,19:51,20.06.19,Stuttgart%238098096,0,ICE
26462, ,,ICE613,Dortmund Hbf 16:35-Bochum Hbf 16:48-Essen Hbf 17:00-Duisburg Hbf 17:13-Düsseldorf Hbf 17:27-Köln Hbf 17:55-Frankfurt(M) Flughafen Fernbf 18:53-Mannheim Hbf 19:31-Stuttgart Hbf 20:08,8098096.0,arr,Dortmund Hbf,15Stuttgart Hbf,20:08,20.06.19,Stuttgart%238098096,0,ICE
26477, Grund: Signalstörung@@Gleiswechsel,21:22,ICE771,Hamburg-Altona 14:46-Hamburg Dammtor 14:54-Hamburg Hbf 15:01-Hamburg-Harburg 15:12-Hannover Hbf 16:24-Göttingen 17:18-Kassel-Wilhelmshöhe 17:39-Frankfurt(Main)Hbf 19:06-Frankfurt(M) Flughafen Fernbf 19:23-Mannheim Hbf 19:56-Stuttgart Hbf 20:35,8098096.0,arr,Hamburg-Altona,5Stuttgart Hbf,20:35,20.06.19,Stuttgart%238098096,47,ICE
26485, Fahrt fällt aus,,ICE590,München Hbf 18:28-München-Pasing 18:37-Augsburg Hbf 19:02-Ulm Hbf 19:49-Stuttgart Hbf 20:45Stuttgart Hbf: Information. Weitere Informationen,8098096.0,arr,München Hbf,10Stuttgart Hbf,20:45,20.06.19,Stuttgart%238098096,0,ICE
26509, ,,ICE613,Stuttgart Hbf 20:14-Ulm Hbf 21:10-Augsburg Hbf 21:53-München-Pasing 22:16-München Hbf 22:26,8098096.0,dep,München Hbf,15Stuttgart Hbf,20:14,20.06.19,Stuttgart%238098096,0,ICE
26536, Fahrt fällt aus,,ICE590,Stuttgart Hbf 20:51-Mannheim Hbf 21:29-Frankfurt(Main)Hbf 22:08,8098096.0,dep,Frankfurt(Main)Hbf,10Stuttgart Hbf,20:51,20.06.19,Stuttgart%238098096,0,ICE
26943, Grund: Signalstörung@@Gleiswechsel,21:21,ICE771,Hamburg-Altona 14:46-Hamburg Dammtor 14:54-Hamburg Hbf 15:01-Hamburg-Harburg 15:12-Hannover Hbf 16:24-Göttingen 17:18-Kassel-Wilhelmshöhe 17:39-Frankfurt(Main)Hbf 19:06-Frankfurt(M) Flughafen Fernbf 19:23-Mannheim Hbf 19:56-Stuttgart Hbf 20:35,8098096.0,arr,Hamburg-Altona,5Stuttgart Hbf,20:35,20.06.19,Stuttgart%238098096,46,ICE
27161, ,,ICE590,München Hbf (Halt entfällt) 18:28-München-Pasing (Halt entfällt) 18:37-Augsburg Hbf (Halt entfällt) 19:02-Ulm Hbf (Halt entfällt) 19:49-Stuttgart Hbf (Halt entfällt) 20:45,8098096.0,arr,München Hbf,10Stuttgart Hbf,20:45,20.06.19,Stuttgart%238098096,0,ICE
27602, ,,ICE590,Stuttgart Hbf (Halt entfällt) 20:51-Mannheim Hbf (Halt entfällt) 21:29-Frankfurt(Main)Hbf (Halt entfällt) 22:08,8098096.0,dep,Frankfurt(Main)Hbf,10Stuttgart Hbf,20:51,20.06.19,Stuttgart%238098096,0,ICE
28009, Grund: Signalstörung@@Gleiswechsel,21:23,ICE771,Hamburg-Altona 14:46-Hamburg Dammtor 14:54-Hamburg Hbf 15:01-Hamburg-Harburg 15:12-Hannover Hbf 16:24-Göttingen 17:18-Kassel-Wilhelmshöhe 17:39-Frankfurt(Main)Hbf 19:06-Frankfurt(M) Flughafen Fernbf 19:23-Mannheim Hbf 19:56-Stuttgart Hbf 20:35,8098096.0,arr,Hamburg-Altona,5Stuttgart Hbf,20:35,20.06.19,Stuttgart%238098096,48,ICE
28873, ,,ICE771,Hamburg-Altona 14:46-Hamburg Dammtor 14:54-Hamburg Hbf 15:01-Hamburg-Harburg 15:12-Hannover Hbf 16:24-Göttingen 17:18-Kassel-Wilhelmshöhe 17:39-Frankfurt(Main)Hbf 19:06-Frankfurt(M) Flughafen Fernbf 19:23-Mannheim Hbf 19:56-Stuttgart Hbf 20:35,8098096.0,arr,Hamburg-Altona,15Stuttgart Hbf,20:35,20.06.19,Stuttgart%238098096,0,ICE
28986, ,,ICE693,Berlin Gesundbrunnen 15:19-Berlin Hbf (tief) 15:27-Berlin Südkreuz 15:34-Lutherstadt Wittenberg Hbf 16:11-Leipzig Hbf 16:48-Erfurt Hbf 17:30-Eisenach 17:56-Fulda 18:50-Frankfurt(Main)Hbf 19:50-Mannheim Hbf 20:30-Stuttgart Hbf 21:08,8098096.0,arr,Berlin Gesundbrunnen,16Stuttgart Hbf,21:08,20.06.19,Stuttgart%238098096,0,ICE
28994, Grund: Verspätung eines vorausfahrenden Zuges@@Gleiswechsel,21:29,ICE919,Dortmund Hbf 17:56-Essen Hbf 18:25-Duisburg Hbf 18:39-Düsseldorf Hbf 18:52-Köln Messe/Deutz Gl.11-12 19:20-Frankfurt(M) Flughafen Fernbf 20:09-Mannheim Hbf 20:41-Stuttgart Hbf 21:23,8098096.0,arr,Dortmund Hbf,7Stuttgart Hbf,21:23,20.06.19,Stuttgart%238098096,6,ICE
29011, Grund: Signalstörung,21:48,ICE510,München Hbf 19:28-München-Pasing 19:36-Augsburg Hbf 20:03-Ulm Hbf 20:49-Stuttgart Hbf 21:45,8098096.0,arr,München Hbf,10Stuttgart Hbf,21:45,20.06.19,Stuttgart%238098096,3,ICE
29078, Grund: Warten auf Fahrgäste aus einem anderen Zug,21:32,ICE693,Stuttgart Hbf 21:14-Ulm Hbf 22:10-Augsburg Hbf 22:53-München-Pasing 23:20-München Hbf 23:29,8098096.0,dep,München Hbf,16Stuttgart Hbf,21:14,20.06.19,Stuttgart%238098096,18,ICE
29100, Grund: Signalstörung,21:54,ICE510,Stuttgart Hbf 21:51-Mannheim Hbf 22:29-Frankfurt(M) Flughafen Fernbf 23:08-Mainz Hbf 23:29-Wiesbaden Hbf 23:44,8098096.0,dep,Wiesbaden Hbf,10Stuttgart Hbf,21:51,20.06.19,Stuttgart%238098096,3,ICE
29210, ,,ICE919,Dortmund Hbf 17:56-Essen Hbf 18:25-Duisburg Hbf 18:39-Düsseldorf Hbf 18:52-Köln Messe/Deutz Gl.11-12 19:20-Frankfurt(M) Flughafen Fernbf 20:09-Mannheim Hbf 20:41-Stuttgart Hbf 21:23,8098096.0,arr,Dortmund Hbf,8Stuttgart Hbf,21:23,20.06.19,Stuttgart%238098096,0,ICE
29464, ,,ICE693,Stuttgart Hbf 21:14-Ulm Hbf 22:10-Augsburg Hbf 22:53-München-Pasing 23:20-München Hbf 23:29,8098096.0,dep,München Hbf,16Stuttgart Hbf,21:14,20.06.19,Stuttgart%238098096,0,ICE
29486, Grund: Signalstörung,21:53,ICE510,Stuttgart Hbf 21:51-Mannheim Hbf 22:29-Frankfurt(M) Flughafen Fernbf 23:08-Mainz Hbf 23:29-Wiesbaden Hbf 23:44,8098096.0,dep,Wiesbaden Hbf,10Stuttgart Hbf,21:51,20.06.19,Stuttgart%238098096,2,ICE
29574, Grund: Signalstörung,21:47,ICE510,München Hbf 19:28-München-Pasing 19:36-Augsburg Hbf 20:03-Ulm Hbf 20:49-Stuttgart Hbf 21:45,8098096.0,arr,München Hbf,10Stuttgart Hbf,21:45,20.06.19,Stuttgart%238098096,2,ICE
30307, ,,ICE510,München Hbf 19:28-München-Pasing 19:36-Augsburg Hbf 20:03-Ulm Hbf 20:49-Stuttgart Hbf 21:45,8098096.0,arr,München Hbf,10Stuttgart Hbf,21:45,20.06.19,Stuttgart%238098096,0,ICE
30913, ,,ICE510,Stuttgart Hbf 21:51-Mannheim Hbf 22:29-Frankfurt(M) Flughafen Fernbf 23:08-Mainz Hbf 23:29-Wiesbaden Hbf 23:44,8098096.0,dep,Wiesbaden Hbf,10Stuttgart Hbf,21:51,20.06.19,Stuttgart%238098096,0,ICE
32496, ,,ICE615,Dortmund Hbf 18:35-Bochum Hbf 18:48-Essen Hbf 19:00-Duisburg Hbf 19:13-Düsseldorf Hbf 19:27-Köln Hbf 19:55-Siegburg/Bonn 20:09-Frankfurt(M) Flughafen Fernbf 20:52-Mannheim Hbf 21:31-Stuttgart Hbf 22:08,8098096.0,arr,Dortmund Hbf,15Stuttgart Hbf,22:08,20.06.19,Stuttgart%238098096,0,ICE
32522, Grund: Verspätung eines vorausfahrenden Zuges,23:03,ICE773,Hamburg-Altona 16:45-Hamburg Dammtor 16:54-Hamburg Hbf 17:01-Hamburg-Harburg 17:12-Hannover Hbf 18:24-Göttingen 19:18-Kassel-Wilhelmshöhe 19:39-Frankfurt(Main)Hbf 21:06-Frankfurt(M) Flughafen Fernbf 21:23-Mannheim Hbf 21:56-Heidelberg Hbf 22:10-Stuttgart Hbf 22:50,8098096.0,arr,Hamburg-Altona,9Stuttgart Hbf,22:50,20.06.19,Stuttgart%238098096,13,ICE
32530, ,23:01,ICE990,München Hbf 20:44-München-Pasing 20:53-Augsburg Hbf 21:17-Günzburg 21:47-Ulm Hbf 22:03-Stuttgart Hbf 22:59,8098096.0,arr,München Hbf,10Stuttgart Hbf,22:59,20.06.19,Stuttgart%238098096,2,ICE
32653, ,22:59,ICE990,München Hbf 20:44-München-Pasing 20:53-Augsburg Hbf 21:17-Günzburg 21:47-Ulm Hbf 22:03-Stuttgart Hbf 22:59,8098096.0,arr,München Hbf,10Stuttgart Hbf,22:59,20.06.19,Stuttgart%238098096,0,ICE
32727, Grund: Verspätung eines vorausfahrenden Zuges,23:04,ICE773,Hamburg-Altona 16:45-Hamburg Dammtor 16:54-Hamburg Hbf 17:01-Hamburg-Harburg 17:12-Hannover Hbf 18:24-Göttingen 19:18-Kassel-Wilhelmshöhe 19:39-Frankfurt(Main)Hbf 21:06-Frankfurt(M) Flughafen Fernbf 21:23-Mannheim Hbf 21:56-Heidelberg Hbf 22:10-Stuttgart Hbf 22:50,8098096.0,arr,Hamburg-Altona,9Stuttgart Hbf,22:50,20.06.19,Stuttgart%238098096,14,ICE
32932, Grund: Verspätung eines vorausfahrenden Zuges,23:02,ICE773,Hamburg-Altona 16:45-Hamburg Dammtor 16:54-Hamburg Hbf 17:01-Hamburg-Harburg 17:12-Hannover Hbf 18:24-Göttingen 19:18-Kassel-Wilhelmshöhe 19:39-Frankfurt(Main)Hbf 21:06-Frankfurt(M) Flughafen Fernbf 21:23-Mannheim Hbf 21:56-Heidelberg Hbf 22:10-Stuttgart Hbf 22:50,8098096.0,arr,Hamburg-Altona,9Stuttgart Hbf,22:50,20.06.19,Stuttgart%238098096,12,ICE
32948, ,,ICE615,Stuttgart Hbf 22:14-Ulm Hbf 23:10-Augsburg Hbf 23:52-München-Pasing 00:17-München Hbf 00:27,8098096.0,dep,München Hbf,15Stuttgart Hbf,22:14,20.06.19,Stuttgart%238098096,0,ICE
33239, Grund: Verspätung eines vorausfahrenden Zuges,23:01,ICE773,Hamburg-Altona 16:45-Hamburg Dammtor 16:54-Hamburg Hbf 17:01-Hamburg-Harburg 17:12-Hannover Hbf 18:24-Göttingen 19:18-Kassel-Wilhelmshöhe 19:39-Frankfurt(Main)Hbf 21:06-Frankfurt(M) Flughafen Fernbf 21:23-Mannheim Hbf 21:56-Heidelberg Hbf 22:10-Stuttgart Hbf 22:50,8098096.0,arr,Hamburg-Altona,9Stuttgart Hbf,22:50,20.06.19,Stuttgart%238098096,11,ICE
33403, ,,ICE773,Hamburg-Altona 16:45-Hamburg Dammtor 16:54-Hamburg Hbf 17:01-Hamburg-Harburg 17:12-Hannover Hbf 18:24-Göttingen 19:18-Kassel-Wilhelmshöhe 19:39-Frankfurt(Main)Hbf 21:06-Frankfurt(M) Flughafen Fernbf 21:23-Mannheim Hbf 21:56-Heidelberg Hbf 22:10-Stuttgart Hbf 22:50,8098096.0,arr,Hamburg-Altona,9Stuttgart Hbf,22:50,20.06.19,Stuttgart%238098096,0,ICE
33411, ,,ICE990,München Hbf 20:44-München-Pasing 20:53-Augsburg Hbf 21:17-Günzburg 21:47-Ulm Hbf 22:03-Stuttgart Hbf 22:59,8098096.0,arr,München Hbf,10Stuttgart Hbf,22:59,20.06.19,Stuttgart%238098096,0,ICE
34224, ,,ICE695,Berlin Gesundbrunnen 17:19-Berlin Hbf (tief) 17:28-Berlin Südkreuz 17:35-Lutherstadt Wittenberg Hbf 18:11-Leipzig Hbf 18:48-Erfurt Hbf 19:30-Eisenach 19:56-Fulda 20:50-Frankfurt(Main)Hbf 21:51-Mannheim Hbf 22:31-Stuttgart Hbf 23:08,8098096.0,arr,Berlin Gesundbrunnen,15Stuttgart Hbf,23:08,20.06.19,Stuttgart%238098096,0,ICE
34553, ,,ICE990,Stuttgart Hbf 23:05-Mannheim Hbf 23:45-Frankfurt(M) Flughafen Fernbf 00:23-Frankfurt(Main)Hbf 00:42,8098096.0,dep,Frankfurt(Main)Hbf,10Stuttgart Hbf,23:05,20.06.19,Stuttgart%238098096,0,ICE
