,TAA,TA,TIN,TIR,TSI,TIM,TIRE,TIP,TIT,TID,TSC,TAc,Type
11611, Grund: Verspätete Bereitstellung des Zuges,14:46,ICE124,Köln Hbf 14:44-Düsseldorf Hbf 15:10-Duisburg Hbf 15:26-Oberhausen Hbf 15:34-Arnhem Centraal 16:28-Utrecht Centraal 17:01-Amsterdam Centraal 17:28,8000207.0,dep,Amsterdam Centraal,5,14:44,20.06.19,Koeln%238000207,2,ICE
11614, ,,ICE651,Köln Hbf 14:48-Wuppertal Hbf 15:14-Hamm(Westf) 16:00-Bielefeld Hbf 16:32-Hannover Hbf 17:28-Berlin-Spandau 18:54-Berlin Hbf (tief) 19:05-Berlin Gesundbrunnen 19:19,8000207.0,dep,Berlin Gesundbrunnen,2,14:48,20.06.19,Koeln%238000207,0,ICE
11622, Grund: Verspätung aus vorheriger Fahrt,15:20,ICE109,Köln Hbf 14:55-Siegburg/Bonn 15:08-Frankfurt(M) Flughafen Fernbf 15:49-Mannheim Hbf 16:23-Karlsruhe Hbf 16:58-Offenburg 17:27-Freiburg(Breisgau) Hbf 17:59-Basel Bad Bf 18:34-Basel SBB 18:47,8000207.0,dep,Basel SBB,6,14:55,20.06.19,Koeln%238000207,25,ICE
11624, ,,ICE817,Köln Hbf 14:58-Siegburg/Bonn 15:15-Montabaur 15:35-Limburg Süd 15:46-Frankfurt(M) Flughafen Fernbf 16:11-Frankfurt(Main)Hbf 16:26,8000207.0,dep,Frankfurt(Main)Hbf,5,14:58,20.06.19,Koeln%238000207,0,ICE
11880, ,14:17,ICE211,Bruxelles Midi 12:25-Bruxelles-Nord 12:34-Liège-Guillemins 13:14-Aachen Hbf 13:39-Köln Hbf 14:15,8000207.0,arr,Bruxelles Midi,4 A-C,14:15,20.06.19,Koeln%238000207,2,ICE
11934, ,,ICE610,Köln Hbf 14:11-Düsseldorf Hbf 14:31-Duisburg Hbf 14:45-Essen Hbf 14:57-Bochum Hbf 15:08-Dortmund Hbf 15:21,8000207.0,dep,Dortmund Hbf,5,14:11,20.06.19,Koeln%238000207,0,ICE
12014, Grund: Verspätete Bereitstellung des Zuges,14:35,ICE124,Frankfurt(Main)Hbf 13:29-Frankfurt(M) Flughafen Fernbf 13:43-Köln Hbf 14:33,8000207.0,arr,Frankfurt(Main)Hbf,5,14:33,20.06.19,Koeln%238000207,2,ICE
12079, ,14:44,ICE124,Köln Hbf 14:44-Düsseldorf Hbf 15:10-Duisburg Hbf 15:26-Oberhausen Hbf 15:34-Arnhem Centraal 16:28-Utrecht Centraal 17:01-Amsterdam Centraal 17:28,8000207.0,dep,Amsterdam Centraal,5,14:44,20.06.19,Koeln%238000207,0,ICE
12468, ,,ICE211,Bruxelles Midi 12:25-Bruxelles-Nord 12:34-Liège-Guillemins 13:14-Aachen Hbf 13:39-Köln Hbf 14:15,8000207.0,arr,Bruxelles Midi,4 A-C,14:15,20.06.19,Koeln%238000207,0,ICE
12527, ,14:20,ICE211,Bruxelles Midi 12:25-Bruxelles-Nord 12:34-Liège-Guillemins 13:14-Aachen Hbf 13:39-Köln Hbf 14:15,8000207.0,arr,Bruxelles Midi,4 A-C,14:15,20.06.19,Koeln%238000207,5,ICE
12603, Grund: Verspätete Bereitstellung des Zuges,14:37,ICE124,Frankfurt(Main)Hbf 13:29-Frankfurt(M) Flughafen Fernbf 13:43-Köln Hbf 14:33,8000207.0,arr,Frankfurt(Main)Hbf,5,14:33,20.06.19,Koeln%238000207,4,ICE
12952, Grund: Verspätete Bereitstellung des Zuges,14:36,ICE124,Frankfurt(Main)Hbf 13:29-Frankfurt(M) Flughafen Fernbf 13:43-Köln Hbf 14:33,8000207.0,arr,Frankfurt(Main)Hbf,5,14:33,20.06.19,Koeln%238000207,3,ICE
13242, ,,ICE124,Frankfurt(Main)Hbf 13:29-Frankfurt(M) Flughafen Fernbf 13:43-Köln Hbf 14:33,8000207.0,arr,Frankfurt(Main)Hbf,5,14:33,20.06.19,Koeln%238000207,0,ICE
13930, ,,ICE211,Köln Hbf 14:28-Frankfurt(M) Flughafen Fernbf 15:16-Frankfurt(Main)Hbf 15:31,8000207.0,dep,Frankfurt(Main)Hbf,4 A-C,14:28,20.06.19,Koeln%238000207,0,ICE
13945, ,,ICE124,Köln Hbf 14:44-Düsseldorf Hbf 15:10-Duisburg Hbf 15:26-Oberhausen Hbf 15:34-Arnhem Centraal 16:28-Utrecht Centraal 17:01-Amsterdam Centraal 17:28,8000207.0,dep,Amsterdam Centraal,5,14:44,20.06.19,Koeln%238000207,0,ICE
13949, Änderung im Fahrtverlauf!,14:48,ICE651,Köln Hbf 14:48-Wuppertal Hbf 15:14-Hamm(Westf) 16:00-Bielefeld Hbf 16:32-Hannover Hbf 17:28-Wolfsburg Hbf18:02-Berlin-Spandau 18:54-Berlin Hbf (tief) 19:05-Berlin Gesundbrunnen 19:19Hannover Hbf - Berlin Hbf (tief): Information. Weitere Informationen,8000207.0,dep,Berlin Gesundbrunnen,2,14:48,20.06.19,Koeln%238000207,0,ICE
14064, ,,ICE651,Köln Hbf 14:48-Wuppertal Hbf 15:14-Hamm(Westf) 16:00-Bielefeld Hbf 16:32-Hannover Hbf 17:28-Wolfsburg Hbf18:02-Berlin-Spandau 18:54-Berlin Hbf (tief) 19:05-Berlin Gesundbrunnen 19:19Hannover Hbf - Berlin Hbf (tief): Information. Weitere Informationen,8000207.0,dep,Berlin Gesundbrunnen,2,14:48,20.06.19,Koeln%238000207,0,ICE
14134, Grund: Notarzteinsatz am Gleis@@Gleiswechsel,15:14,ICE200,Basel SBB 09:13-Basel Bad Bf 09:23-Freiburg(Breisgau) Hbf 09:56-Offenburg 10:29-Karlsruhe Hbf 10:59-Mannheim Hbf 11:35-Frankfurt(M) Flughafen Fernbf 12:09-Siegburg/Bonn 12:47-Köln Hbf 13:05,8000207.0,arr,Basel SBB,5,13:05,20.06.19,Koeln%238000207,129,ICE
14772, Grund: Notarzteinsatz am Gleis@@Gleiswechsel,15:15,ICE200,Basel SBB 09:13-Basel Bad Bf 09:23-Freiburg(Breisgau) Hbf 09:56-Offenburg 10:29-Karlsruhe Hbf 10:59-Mannheim Hbf 11:35-Frankfurt(M) Flughafen Fernbf 12:09-Siegburg/Bonn 12:47-Köln Hbf 13:05,8000207.0,arr,Basel SBB,5,13:05,20.06.19,Koeln%238000207,130,ICE
14882, Grund: Verspätung aus vorheriger Fahrt@@Gleiswechsel,15:20,ICE109,Köln Hbf 14:55-Siegburg/Bonn 15:08-Frankfurt(M) Flughafen Fernbf 15:49-Mannheim Hbf 16:23-Karlsruhe Hbf 16:58-Offenburg 17:27-Freiburg(Breisgau) Hbf 17:59-Basel Bad Bf 18:34-Basel SBB 18:47,8000207.0,dep,Basel SBB,5,14:55,20.06.19,Koeln%238000207,25,ICE
14952, Fährt heute erst ab Freiburg(Breisgau) Hbf@@Grund: Technische Störung am Zug,16:10,ICE108,Basel SBB (Halt entfällt) 11:13-Basel Bad Bf (Halt entfällt) 11:23-Freiburg(Breisgau) Hbf 11:56-Offenburg 12:29-Karlsruhe Hbf 13:00-Mannheim Hbf 13:35-Frankfurt(M) Flughafen Fernbf 14:09-Siegburg/Bonn 14:47-Köln Hbf 15:05,8000207.0,arr,Basel SBB,4,15:05,20.06.19,Koeln%238000207,65,ICE
14957, Grund: Personen im Gleis,15:29,ICE650,Berlin Gesundbrunnen 10:35-Berlin Hbf (tief) 10:50-Berlin-Spandau 11:02-Hannover Hbf 12:31-Bielefeld Hbf 13:26-Hamm(Westf) 13:56-Wuppertal Hbf 14:40-Köln Hbf 15:09,8000207.0,arr,Berlin Gesundbrunnen,6,15:09,20.06.19,Koeln%238000207,20,ICE
14968, ,15:19,ICE125,Amsterdam Centraal 12:38-Utrecht Centraal 13:07-Arnhem Centraal 13:37-Oberhausen Hbf 14:26-Duisburg Hbf 14:34-Düsseldorf Hbf 14:50-Köln Hbf 15:19,8000207.0,arr,Amsterdam Centraal,6,15:19,20.06.19,Koeln%238000207,0,ICE
14979, ,15:35,ICE 14,Frankfurt(Main)Hbf 14:29-Frankfurt(M) Flughafen Fernbf 14:43-Köln Hbf 15:33,8000207.0,arr,Frankfurt(Main)Hbf,6 D-G,15:33,20.06.19,Koeln%238000207,2,ICE
14995, ,15:51,ICE611,Dortmund Hbf 14:35-Bochum Hbf 14:48-Essen Hbf 15:00-Duisburg Hbf 15:13-Düsseldorf Hbf 15:27-Köln Hbf 15:49,8000207.0,arr,Dortmund Hbf,6,15:49,20.06.19,Koeln%238000207,2,ICE
15004, Grund: Notarzteinsatz am Gleis@@Gleiswechsel,15:13,ICE200,Basel SBB 09:13-Basel Bad Bf 09:23-Freiburg(Breisgau) Hbf 09:56-Offenburg 10:29-Karlsruhe Hbf 10:59-Mannheim Hbf 11:35-Frankfurt(M) Flughafen Fernbf 12:09-Siegburg/Bonn 12:47-Köln Hbf 13:05,8000207.0,arr,Basel SBB,5,13:05,20.06.19,Koeln%238000207,128,ICE
15063, ,,ICE200,Basel SBB 09:13-Basel Bad Bf 09:23-Freiburg(Breisgau) Hbf 09:56-Offenburg 10:29-Karlsruhe Hbf 10:59-Mannheim Hbf 11:35-Frankfurt(M) Flughafen Fernbf 12:09-Siegburg/Bonn 12:47-Köln Hbf 13:05,8000207.0,arr,Basel SBB,4,13:05,20.06.19,Koeln%238000207,0,ICE
15075, Grund: Personen im Gleis,15:28,ICE650,Berlin Gesundbrunnen 10:35-Berlin Hbf (tief) 10:50-Berlin-Spandau 11:02-Hannover Hbf 12:31-Bielefeld Hbf 13:26-Hamm(Westf) 13:56-Wuppertal Hbf 14:40-Köln Hbf 15:09,8000207.0,arr,Berlin Gesundbrunnen,6,15:09,20.06.19,Koeln%238000207,19,ICE
15097, ,15:37,ICE 14,Frankfurt(Main)Hbf 14:29-Frankfurt(M) Flughafen Fernbf 14:43-Köln Hbf 15:33,8000207.0,arr,Frankfurt(Main)Hbf,6 D-G,15:33,20.06.19,Koeln%238000207,4,ICE
15193, Grund: Personen im Gleis,15:30,ICE650,Berlin Gesundbrunnen 10:35-Berlin Hbf (tief) 10:50-Berlin-Spandau 11:02-Hannover Hbf 12:31-Bielefeld Hbf 13:26-Hamm(Westf) 13:56-Wuppertal Hbf 14:40-Köln Hbf 15:09,8000207.0,arr,Berlin Gesundbrunnen,6,15:09,20.06.19,Koeln%238000207,21,ICE
15306, Fährt heute erst ab Freiburg(Breisgau) Hbf@@Grund: Technische Störung am Zug,16:11,ICE108,Basel SBB (Halt entfällt) 11:13-Basel Bad Bf (Halt entfällt) 11:23-Freiburg(Breisgau) Hbf 11:56-Offenburg 12:29-Karlsruhe Hbf 13:00-Mannheim Hbf 13:35-Frankfurt(M) Flughafen Fernbf 14:09-Siegburg/Bonn 14:47-Köln Hbf 15:05,8000207.0,arr,Basel SBB,4,15:05,20.06.19,Koeln%238000207,66,ICE
15311, Grund: Personen im Gleis,15:31,ICE650,Berlin Gesundbrunnen 10:35-Berlin Hbf (tief) 10:50-Berlin-Spandau 11:02-Hannover Hbf 12:31-Bielefeld Hbf 13:26-Hamm(Westf) 13:56-Wuppertal Hbf 14:40-Köln Hbf 15:09,8000207.0,arr,Berlin Gesundbrunnen,6,15:09,20.06.19,Koeln%238000207,22,ICE
15322, ,,ICE125,Amsterdam Centraal 12:38-Utrecht Centraal 13:07-Arnhem Centraal 13:37-Oberhausen Hbf 14:26-Duisburg Hbf 14:34-Düsseldorf Hbf 14:50-Köln Hbf 15:19,8000207.0,arr,Amsterdam Centraal,6,15:19,20.06.19,Koeln%238000207,0,ICE
15381, Grund: Verspätung eines vorausfahrenden Zuges,15:25,ICE125,Amsterdam Centraal 12:38-Utrecht Centraal 13:07-Arnhem Centraal 13:37-Oberhausen Hbf 14:26-Duisburg Hbf 14:34-Düsseldorf Hbf 14:50-Köln Hbf 15:19,8000207.0,arr,Amsterdam Centraal,6,15:19,20.06.19,Koeln%238000207,6,ICE
15392, ,15:38,ICE 14,Frankfurt(Main)Hbf 14:29-Frankfurt(M) Flughafen Fernbf 14:43-Köln Hbf 15:33,8000207.0,arr,Frankfurt(Main)Hbf,6 D-G,15:33,20.06.19,Koeln%238000207,5,ICE
15408, ,15:49,ICE611,Dortmund Hbf 14:35-Bochum Hbf 14:48-Essen Hbf 15:00-Duisburg Hbf 15:13-Düsseldorf Hbf 15:27-Köln Hbf 15:49,8000207.0,arr,Dortmund Hbf,6,15:49,20.06.19,Koeln%238000207,0,ICE
15547, Grund: Personen im Gleis@@Gleiswechsel,15:30,ICE650,Berlin Gesundbrunnen 10:35-Berlin Hbf (tief) 10:50-Berlin-Spandau 11:02-Hannover Hbf 12:31-Bielefeld Hbf 13:26-Hamm(Westf) 13:56-Wuppertal Hbf 14:40-Köln Hbf 15:09,8000207.0,arr,Berlin Gesundbrunnen,7,15:09,20.06.19,Koeln%238000207,21,ICE
15627, ,15:36,ICE 14,Frankfurt(Main)Hbf 14:29-Frankfurt(M) Flughafen Fernbf 14:43-Köln Hbf 15:33,8000207.0,arr,Frankfurt(Main)Hbf,6 D-G,15:33,20.06.19,Koeln%238000207,3,ICE
15721, ,,ICE650,Berlin Gesundbrunnen 10:35-Berlin Hbf (tief) 10:50-Berlin-Spandau 11:02-Hannover Hbf 12:31-Bielefeld Hbf 13:26-Hamm(Westf) 13:56-Wuppertal Hbf 14:40-Köln Hbf 15:09,8000207.0,arr,Berlin Gesundbrunnen,6,15:09,20.06.19,Koeln%238000207,0,ICE
15769, ,,ICE109,Köln Hbf 14:55-Siegburg/Bonn 15:08-Frankfurt(M) Flughafen Fernbf 15:49-Mannheim Hbf 16:23-Karlsruhe Hbf 16:58-Offenburg 17:27-Freiburg(Breisgau) Hbf 17:59-Basel Bad Bf 18:34-Basel SBB 18:47,8000207.0,dep,Basel SBB,6,14:55,20.06.19,Koeln%238000207,0,ICE
15796, ,,ICE125,Köln Hbf 15:29-Frankfurt(M) Flughafen Fernbf 16:18-Frankfurt(Main)Hbf 16:31,8000207.0,dep,Frankfurt(Main)Hbf,6,15:29,20.06.19,Koeln%238000207,0,ICE
15808, ,15:43,ICE 14,Köln Hbf 15:43-Aachen Hbf 16:16-Liège-Guillemins 16:44-Bruxelles-Nord 17:26-Bruxelles Midi 17:35Köln Hbf - Aachen Hbf: Information. Weitere Informationen,8000207.0,dep,Bruxelles Midi,6 D-G,15:43,20.06.19,Koeln%238000207,0,ICE
15820, ,15:57,ICE611,Köln Hbf 15:55-Frankfurt(M) Flughafen Fernbf 16:50-Mannheim Hbf 17:23-Stuttgart Hbf 18:08-Ulm Hbf 19:10-Augsburg Hbf 19:53-München-Pasing 20:19-München Hbf 20:28,8000207.0,dep,München Hbf,6,15:55,20.06.19,Koeln%238000207,2,ICE
15857, ,,ICE 14,Frankfurt(Main)Hbf 14:29-Frankfurt(M) Flughafen Fernbf 14:43-Köln Hbf 15:33,8000207.0,arr,Frankfurt(Main)Hbf,6 D-G,15:33,20.06.19,Koeln%238000207,0,ICE
16334, Fährt heute erst ab Freiburg(Breisgau) Hbf@@Grund: Technische Störung am Zug,16:12,ICE108,Basel SBB (Halt entfällt) 11:13-Basel Bad Bf (Halt entfällt) 11:23-Freiburg(Breisgau) Hbf 11:56-Offenburg 12:29-Karlsruhe Hbf 13:00-Mannheim Hbf 13:35-Frankfurt(M) Flughafen Fernbf 14:09-Siegburg/Bonn 14:47-Köln Hbf 15:05,8000207.0,arr,Basel SBB,4,15:05,20.06.19,Koeln%238000207,67,ICE
16489, ,,ICE611,Dortmund Hbf 14:35-Bochum Hbf 14:48-Essen Hbf 15:00-Duisburg Hbf 15:13-Düsseldorf Hbf 15:27-Köln Hbf 15:49,8000207.0,arr,Dortmund Hbf,6,15:49,20.06.19,Koeln%238000207,0,ICE
16545, Grund: Verspätung eines vorausfahrenden Zuges,15:53,ICE611,Dortmund Hbf 14:35-Bochum Hbf 14:48-Essen Hbf 15:00-Duisburg Hbf 15:13-Düsseldorf Hbf 15:27-Köln Hbf 15:49,8000207.0,arr,Dortmund Hbf,6,15:49,20.06.19,Koeln%238000207,4,ICE
16649, ,,ICE 14,Köln Hbf 15:43-Aachen Hbf 16:16-Liège-Guillemins 16:44-Bruxelles-Nord 17:26-Bruxelles Midi 17:35Aachen Hbf: Information. Weitere Informationen,8000207.0,dep,Bruxelles Midi,6 D-G,15:43,20.06.19,Koeln%238000207,0,ICE
16661, Grund: Verspätung eines vorausfahrenden Zuges,15:58,ICE611,Köln Hbf 15:55-Frankfurt(M) Flughafen Fernbf 16:50-Mannheim Hbf 17:23-Stuttgart Hbf 18:08-Ulm Hbf 19:10-Augsburg Hbf 19:53-München-Pasing 20:19-München Hbf 20:28,8000207.0,dep,München Hbf,6,15:55,20.06.19,Koeln%238000207,3,ICE
17288, ,,ICE518,München Hbf 11:28-München-Pasing 11:36-Augsburg Hbf 12:03-Ulm Hbf 12:49-Stuttgart Hbf 13:51-Mannheim Hbf 14:36-Frankfurt(M) Flughafen Fernbf 15:09-Siegburg/Bonn 15:47-Köln Hbf 16:05,8000207.0,arr,München Hbf,5,16:05,20.06.19,Koeln%238000207,0,ICE
17299, Fährt heute erst ab Liège-Guillemins@@Grund: Verspätung im Ausland,16:40,ICE 17,Bruxelles Midi (Halt entfällt) 14:25-Bruxelles-Nord (Halt entfällt) 14:34-Liège-Guillemins 15:14-Aachen Hbf 15:39-Köln Hbf 16:15,8000207.0,arr,Bruxelles Midi,4,16:15,20.06.19,Koeln%238000207,25,ICE
17319, ,16:39,ICE816,Frankfurt(Main)Hbf 15:16-Frankfurt(M) Flughafen Fernbf 15:31-Limburg Süd 15:49-Montabaur 16:00-Siegburg/Bonn 16:20-Köln Hbf 16:39,8000207.0,arr,Frankfurt(Main)Hbf,5 D-G,16:39,20.06.19,Koeln%238000207,0,ICE
17339, ,,ICE108,Basel SBB (Halt entfällt) 11:13-Basel Bad Bf (Halt entfällt) 11:23-Freiburg(Breisgau) Hbf 11:56-Offenburg 12:29-Karlsruhe Hbf 13:00-Mannheim Hbf 13:35-Frankfurt(M) Flughafen Fernbf 14:09-Siegburg/Bonn 14:47-Köln Hbf 15:05,8000207.0,arr,Basel SBB,4,15:05,20.06.19,Koeln%238000207,0,ICE
17356, Fährt heute erst ab Liège-Guillemins@@Grund: Verspätung im Ausland,16:39,ICE 17,Bruxelles Midi (Halt entfällt) 14:25-Bruxelles-Nord (Halt entfällt) 14:34-Liège-Guillemins 15:14-Aachen Hbf 15:39-Köln Hbf 16:15,8000207.0,arr,Bruxelles Midi,4,16:15,20.06.19,Koeln%238000207,24,ICE
17511, ,,ICE611,Köln Hbf 15:55-Frankfurt(M) Flughafen Fernbf 16:50-Mannheim Hbf 17:23-Stuttgart Hbf 18:08-Ulm Hbf 19:10-Augsburg Hbf 19:53-München-Pasing 20:19-München Hbf 20:28,8000207.0,dep,München Hbf,6,15:55,20.06.19,Koeln%238000207,0,ICE
17522, ,,ICE518,Köln Hbf 16:11-Düsseldorf Hbf 16:31-Duisburg Hbf 16:45-Essen Hbf 16:58-Bochum Hbf 17:08-Dortmund Hbf 17:21,8000207.0,dep,Dortmund Hbf,5,16:11,20.06.19,Koeln%238000207,0,ICE
17529, Grund: Verspätung im Ausland,16:46,ICE 17,Köln Hbf 16:20-Frankfurt(M) Flughafen Fernbf 17:09-Frankfurt(Main)Hbf 17:22,8000207.0,dep,Frankfurt(Main)Hbf,4,16:20,20.06.19,Koeln%238000207,26,ICE
17555, ,,ICE653,Köln Hbf 16:48-Wuppertal Hbf 17:14-Hamm(Westf) 18:00-Bielefeld Hbf 18:32-Hannover Hbf 19:28-Berlin-Spandau 20:54-Berlin Hbf (tief) 21:05-Berlin Gesundbrunnen 21:18,8000207.0,dep,Berlin Gesundbrunnen,2,16:48,20.06.19,Koeln%238000207,0,ICE
17561, ,,ICE201,Köln Hbf 16:55-Siegburg/Bonn 17:08-Frankfurt(M) Flughafen Fernbf 17:49-Mannheim Hbf 18:23-Karlsruhe Hbf 18:58-Offenburg 19:27-Freiburg(Breisgau) Hbf 19:59-Basel Bad Bf 20:34-Basel SBB 20:47,8000207.0,dep,Basel SBB,6,16:55,20.06.19,Koeln%238000207,0,ICE
17583, Fährt heute erst ab Liège-Guillemins@@Grund: Verspätung im Ausland,16:41,ICE 17,Bruxelles Midi (Halt entfällt) 14:25-Bruxelles-Nord (Halt entfällt) 14:34-Liège-Guillemins 15:14-Aachen Hbf 15:39-Köln Hbf 16:15,8000207.0,arr,Bruxelles Midi,4,16:15,20.06.19,Koeln%238000207,26,ICE
17754, Fährt heute erst ab Liège-Guillemins@@Grund: Verspätung im Ausland,16:42,ICE 17,Bruxelles Midi (Halt entfällt) 14:25-Bruxelles-Nord (Halt entfällt) 14:34-Liège-Guillemins 15:14-Aachen Hbf 15:39-Köln Hbf 16:15,8000207.0,arr,Bruxelles Midi,4,16:15,20.06.19,Koeln%238000207,27,ICE
18343, ,16:41,ICE816,Frankfurt(Main)Hbf 15:16-Frankfurt(M) Flughafen Fernbf 15:31-Limburg Süd 15:49-Montabaur 16:00-Siegburg/Bonn 16:20-Köln Hbf 16:39,8000207.0,arr,Frankfurt(Main)Hbf,5 D-G,16:39,20.06.19,Koeln%238000207,2,ICE
18520, ,16:48,ICE653,Köln Hbf 16:48-Wuppertal Hbf 17:14-Hamm(Westf) 18:00-Bielefeld Hbf 18:32-Hannover Hbf 19:28-Berlin-Spandau 20:54-Berlin Hbf (tief) 21:05-Berlin Gesundbrunnen 21:18,8000207.0,dep,Berlin Gesundbrunnen,2,16:48,20.06.19,Koeln%238000207,0,ICE
18526, ,16:56,ICE201,Köln Hbf 16:55-Siegburg/Bonn 17:08-Frankfurt(M) Flughafen Fernbf 17:49-Mannheim Hbf 18:23-Karlsruhe Hbf 18:58-Offenburg 19:27-Freiburg(Breisgau) Hbf 19:59-Basel Bad Bf 20:34-Basel SBB 20:47,8000207.0,dep,Basel SBB,6,16:55,20.06.19,Koeln%238000207,1,ICE
18547, ,,ICE 17,Bruxelles Midi (Halt entfällt) 14:25-Bruxelles-Nord (Halt entfällt) 14:34-Liège-Guillemins 15:14-Aachen Hbf 15:39-Köln Hbf 16:15,8000207.0,arr,Bruxelles Midi,4,16:15,20.06.19,Koeln%238000207,0,ICE
18567, ,,ICE816,Frankfurt(Main)Hbf 15:16-Frankfurt(M) Flughafen Fernbf 15:31-Limburg Süd 15:49-Montabaur 16:00-Siegburg/Bonn 16:20-Köln Hbf 16:39,8000207.0,arr,Frankfurt(Main)Hbf,5 D-G,16:39,20.06.19,Koeln%238000207,0,ICE
19446, ,,ICE 17,Köln Hbf 16:20-Frankfurt(M) Flughafen Fernbf 17:09-Frankfurt(Main)Hbf 17:22,8000207.0,dep,Frankfurt(Main)Hbf,4,16:20,20.06.19,Koeln%238000207,0,ICE
19879, ,,ICE106,Basel SBB (Halt entfällt) 13:13-Basel Bad Bf (Halt entfällt) 13:23-Freiburg(Breisgau) Hbf (Halt entfällt) 13:56-Offenburg (Halt entfällt) 14:29-Karlsruhe Hbf 15:00-Mannheim Hbf 15:35-Frankfurt(M) Flughafen Fernbf 16:09-Siegburg/Bonn 16:47-Köln Hbf 17:05,8000207.0,arr,Basel SBB,5,17:05,20.06.19,Koeln%238000207,0,ICE
19884, ,,ICE558,Berlin Gesundbrunnen 12:35-Berlin Hbf (tief) 12:50-Berlin-Spandau 13:02-Hannover Hbf 14:31-Bielefeld Hbf 15:26-Hamm(Westf) 15:56-Wuppertal Hbf 16:40-Köln Hbf 17:09,8000207.0,arr,Berlin Gesundbrunnen,7,17:09,20.06.19,Koeln%238000207,0,ICE
19894, Grund: Signalstörung,17:27,ICE127,Amsterdam Centraal 14:38-Utrecht Centraal 15:07-Arnhem Centraal 15:37-Oberhausen Hbf 16:26-Duisburg Hbf 16:34-Düsseldorf Hbf 16:51-Köln Hbf 17:18,8000207.0,arr,Amsterdam Centraal,5,17:18,20.06.19,Koeln%238000207,9,ICE
19905, ,17:35,ICE 1224,München Hbf 10:55-Nürnberg Hbf 12:00-Würzburg Hbf 13:01-Fulda 13:33-Kassel-Wilhelmshöhe 14:03-Warburg(Westf) 14:33-Altenbeken 14:56-Paderborn Hbf 15:10-Lippstadt 15:26-Soest 15:37-Hamm(Westf) 15:56-Dortmund Hbf 16:16-Bochum Hbf 16:28-Essen Hbf 16:40-Duisburg Hbf 16:55-Düsseldorf Hbf 17:08-Köln Hbf 17:33,8000207.0,arr,München Hbf,7 D-G,17:33,20.06.19,Koeln%238000207,2,ICE
19912, ,17:39,ICE 12,Frankfurt(Main)Hbf 16:27-Frankfurt(M) Flughafen Fernbf 16:43-Limburg Süd 17:01-Köln Hbf 17:39,8000207.0,arr,Frankfurt(Main)Hbf,5 A-C,17:39,20.06.19,Koeln%238000207,0,ICE
19915, ,17:39,ICE122,Frankfurt(Main)Hbf 16:27-Frankfurt(M) Flughafen Fernbf 16:43-Limburg Süd 17:01-Köln Hbf 17:39,8000207.0,arr,Frankfurt(Main)Hbf,5 A-C,17:39,20.06.19,Koeln%238000207,0,ICE
19922, ,17:51,ICE613,Dortmund Hbf 16:35-Bochum Hbf 16:48-Essen Hbf 17:00-Duisburg Hbf 17:13-Düsseldorf Hbf 17:27-Köln Hbf 17:49,8000207.0,arr,Dortmund Hbf,6,17:49,20.06.19,Koeln%238000207,2,ICE
20006, Grund: Signalstörung,17:29,ICE127,Amsterdam Centraal 14:38-Utrecht Centraal 15:07-Arnhem Centraal 15:37-Oberhausen Hbf 16:26-Duisburg Hbf 16:34-Düsseldorf Hbf 16:51-Köln Hbf 17:18,8000207.0,arr,Amsterdam Centraal,5,17:18,20.06.19,Koeln%238000207,11,ICE
20062, Grund: Signalstörung,17:30,ICE127,Amsterdam Centraal 14:38-Utrecht Centraal 15:07-Arnhem Centraal 15:37-Oberhausen Hbf 16:26-Duisburg Hbf 16:34-Düsseldorf Hbf 16:51-Köln Hbf 17:18,8000207.0,arr,Amsterdam Centraal,5,17:18,20.06.19,Koeln%238000207,12,ICE
20286, Grund: Signalstörung@@Gleiswechsel,17:29,ICE127,Amsterdam Centraal 14:38-Utrecht Centraal 15:07-Arnhem Centraal 15:37-Oberhausen Hbf 16:26-Duisburg Hbf 16:34-Düsseldorf Hbf 16:51-Köln Hbf 17:18,8000207.0,arr,Amsterdam Centraal,4 A-C,17:18,20.06.19,Koeln%238000207,11,ICE
20353, ,17:43,ICE 1224,München Hbf 10:55-Nürnberg Hbf 12:00-Würzburg Hbf 13:01-Fulda 13:33-Kassel-Wilhelmshöhe 14:03-Warburg(Westf) 14:33-Altenbeken 14:56-Paderborn Hbf 15:10-Lippstadt 15:26-Soest 15:37-Hamm(Westf) 15:56-Dortmund Hbf 16:16-Bochum Hbf 16:28-Essen Hbf 16:40-Duisburg Hbf 16:55-Düsseldorf Hbf 17:08-Köln Hbf 17:33,8000207.0,arr,München Hbf,7 D-G,17:33,20.06.19,Koeln%238000207,10,ICE
20401, Grund: Signalstörung@@Gleiswechsel,17:34,ICE127,Köln Hbf 17:28-Frankfurt(M) Flughafen Fernbf 18:16-Frankfurt(Main)Hbf 18:31,8000207.0,dep,Frankfurt(Main)Hbf,4 A-C,17:28,20.06.19,Koeln%238000207,6,ICE
20414, ,17:43,ICE 12,Köln Hbf 17:43-Aachen Hbf 18:16-Liège-Guillemins 18:44-Bruxelles-Nord 19:26-Bruxelles Midi 19:35,8000207.0,dep,Bruxelles Midi,5 D-G,17:43,20.06.19,Koeln%238000207,0,ICE
20418, ,17:46,ICE122,Köln Hbf 17:46-Düsseldorf Hbf 18:11-Duisburg Hbf 18:25-Oberhausen Hbf 18:32-Arnhem Centraal 19:28-Utrecht Centraal 20:01-Amsterdam Centraal 20:28,8000207.0,dep,Amsterdam Centraal,5 A-C,17:46,20.06.19,Koeln%238000207,0,ICE
