,TAA,TA,TIN,TIR,TSI,TIM,TIRE,TIP,TIT,TID,TSC,TAc,Type
37279, ,23:01,ICE 1635,Frankfurt(Main)Hbf 19:02-Erfurt Hbf 21:09-Berlin Hbf (tief) 22:58,8011160.0,arr,Frankfurt(Main)Hbf,7Berlin Hbf (tief),22:58,20.06.19,Berlin%238011160,3,ICE
37380, Grund: Technische Störung an der Strecke,23:34,ICE 1692,Frankfurt(M) Flughafen Fernbf 18:09-Frankfurt(Main)Süd 18:20-Fulda 19:13-Kassel-Wilhelmshöhe 19:46-Göttingen 20:06-Hildesheim Hbf 21:09-Braunschweig Hbf 21:32-Berlin Hbf 22:57,8011160.0,arr,Frankfurt(M) Flughafen Fernbf,12,22:57,20.06.19,Berlin%238011160,37,ICE
37534, ,,ICE 1635,Frankfurt(Main)Hbf 19:02-Erfurt Hbf 21:09-Berlin Hbf (tief) 22:58,8011160.0,arr,Frankfurt(Main)Hbf,7Berlin Hbf (tief),22:58,20.06.19,Berlin%238011160,0,ICE
37584, Grund: Technische Störung an der Strecke,23:35,ICE 1692,Frankfurt(M) Flughafen Fernbf 18:09-Frankfurt(Main)Süd 18:20-Fulda 19:13-Kassel-Wilhelmshöhe 19:46-Göttingen 20:06-Hildesheim Hbf 21:09-Braunschweig Hbf 21:32-Berlin Hbf 22:57,8011160.0,arr,Frankfurt(M) Flughafen Fernbf,12,22:57,20.06.19,Berlin%238011160,38,ICE
38251, ,,ICE655,Köln Hbf 18:48-Wuppertal Hbf 19:16-Hamm(Westf) 20:02-Bielefeld Hbf 20:34-Hannover Hbf 21:31-Berlin Hbf (tief) 23:06,8011160.0,arr,Köln Hbf,6Berlin Hbf (tief),23:06,20.06.19,Berlin%238011160,0,ICE
38269, Gleiswechsel,23:35,ICE500,München Hbf 18:56-Nürnberg Hbf 20:04-Erlangen 20:19-Bamberg 20:42-Erfurt Hbf 21:28-Leipzig Hbf 22:16-Bitterfeld 22:34-Lutherstadt Wittenberg Hbf 22:51-Berlin Hbf (tief) 23:35,8011160.0,arr,München Hbf,7Berlin Hbf (tief),23:35,20.06.19,Berlin%238011160,0,ICE
38377, ,,ICE 1692,Frankfurt(M) Flughafen Fernbf 18:09-Frankfurt(Main)Süd 18:20-Fulda 19:13-Kassel-Wilhelmshöhe 19:46-Göttingen 20:06-Hildesheim Hbf 21:09-Braunschweig Hbf 21:32-Berlin Hbf 22:57,8011160.0,arr,Frankfurt(M) Flughafen Fernbf,12,22:57,20.06.19,Berlin%238011160,0,ICE
38442, ,,ICE500,München Hbf 18:56-Nürnberg Hbf 20:04-Erlangen 20:19-Bamberg 20:42-Erfurt Hbf 21:28-Leipzig Hbf 22:16-Bitterfeld 22:34-Lutherstadt Wittenberg Hbf 22:51-Berlin Hbf (tief) 23:35,8011160.0,arr,München Hbf,5Berlin Hbf (tief),23:35,20.06.19,Berlin%238011160,0,ICE
38667, ,23:54,ICE948,Berlin Hbf 23:52-Brandenburg Hbf 01:06-Magdeburg Hbf 01:47-Braunschweig Hbf 02:34-Hannover Hbf 03:09-Minden(Westf) 04:10-Bielefeld Hbf 04:36-Hamm(Westf) 05:09-Dortmund Hbf 05:30-Essen Hbf 06:02-Duisburg Hbf 06:16-Düsseldorf Hbf 06:30-Köln Hbf 06:57,8011160.0,dep,Köln Hbf,13,23:52,20.06.19,Berlin%238011160,2,ICE
39260, ,,ICE905,Hamburg-Altona 21:36-Hamburg Dammtor 21:45-Hamburg Hbf 21:51-Büchen 22:15-Ludwigslust 22:42-Wittenberge 23:03-Berlin Hbf (tief) 23:55,8011160.0,arr,Hamburg-Altona,1Berlin Hbf (tief),23:55,20.06.19,Berlin%238011160,0,ICE
39457, ,,ICE948,Berlin Hbf 23:52-Brandenburg Hbf 01:06-Magdeburg Hbf 01:47-Braunschweig Hbf 02:34-Hannover Hbf 03:09-Minden(Westf) 04:10-Bielefeld Hbf 04:36-Hamm(Westf) 05:09-Dortmund Hbf 05:30-Essen Hbf 06:02-Duisburg Hbf 06:16-Düsseldorf Hbf 06:30-Köln Hbf 06:57,8011160.0,dep,Köln Hbf,13,23:52,20.06.19,Berlin%238011160,0,ICE
